filename,class,xmin,ymin,xmax,ymax,observation angle,xloc,yloc,zloc
000656.png,Car,615.84,163.79,639.01,184.33,-1.54,2.09,0.2,56.11
000657.png,Car,586.67,173.35,607.94,189.95,-1.55,-1.0,1.32,57.16
000657.png,Car,562.89,173.02,581.17,188.09,-1.55,-3.59,1.42,68.39
000658.png,Car,581.19,176.72,599.09,190.91,-1.57,-1.85,1.63,66.62
000658.png,Car,401.46,180.6,462.4,219.44,1.8,-7.28,1.81,29.65
000659.png,Cyclist,217.39,178.0,248.19,212.28,2.18,-19.94,2.04,38.11
000659.png,Car,171.91,186.92,262.23,225.78,2.1,-16.03,2.05,29.55
000659.png,Van,286.67,170.13,346.46,204.38,1.98,-19.81,2.04,48.89
000659.png,Misc,336.11,176.63,368.19,200.62,1.94,-19.55,2.07,54.73
000660.png,Car,643.42,167.3,673.44,192.27,-1.65,2.95,1.17,44.84
000661.png,Car,726.07,183.15,826.41,254.12,-1.81,3.6,1.66,16.29
000661.png,Car,895.18,181.05,1037.74,254.94,-2.02,7.6,1.62,15.79
000662.png,Car,0.0,210.7,353.24,374.0,2.17,-2.79,1.75,3.38
000663.png,Pedestrian,853.52,158.84,916.46,298.24,1.62,3.5,1.58,9.45
000664.png,Car,533.28,172.04,593.61,227.07,-1.55,-1.15,1.26,22.33
000664.png,Car,516.03,169.82,563.22,209.42,-1.46,-2.57,1.1,30.46
000664.png,Car,408.43,176.71,462.6,210.83,1.83,-7.17,1.2,31.27
000664.png,Car,589.1,170.17,620.7,201.87,-1.57,0.17,0.95,34.94
000665.png,Car,819.32,179.35,852.71,208.62,-1.58,11.67,1.78,37.45
000666.png,Car,173.78,167.18,400.59,270.05,-2.71,-6.25,1.79,14.15
000666.png,Car,269.86,172.9,449.21,242.06,-2.8,-6.46,1.71,18.79
000666.png,Car,821.06,150.49,899.04,199.95,-1.85,11.08,1.14,32.42
000666.png,Car,343.4,177.76,481.47,225.44,-2.88,-6.48,1.66,23.8
000666.png,Car,372.01,176.32,478.23,219.9,-2.92,-6.75,1.66,26.44
000666.png,Car,382.36,169.07,506.8,215.16,-2.91,-6.59,1.63,28.89
000667.png,Car,120.27,185.44,434.76,374.0,-1.21,-3.18,1.8,7.69
000667.png,Car,942.61,178.16,1241.0,374.0,-2.25,3.18,1.56,3.74
000667.png,Car,756.47,180.48,1021.44,347.87,-1.94,2.91,1.63,8.45
000667.png,Truck,396.87,124.41,526.41,252.58,1.75,-3.39,1.65,17.47
000667.png,Car,671.45,176.97,739.27,230.53,-1.67,2.74,1.6,21.71
000667.png,Car,555.71,177.16,575.85,193.83,-1.49,-4.33,2.02,70.99
000668.png,Car,1169.76,184.69,1241.0,374.0,-2.16,3.63,1.66,2.61
000668.png,Car,0.0,163.89,29.07,205.36,-0.05,-23.24,1.17,25.56
000668.png,Car,837.18,176.05,957.38,233.84,1.97,8.0,1.54,20.02
000668.png,Car,983.05,165.46,1061.76,207.13,1.86,16.38,1.28,28.64
000669.png,Car,580.87,178.6,618.89,213.25,-1.57,-0.42,1.29,35.46
000669.png,Car,0.0,194.6,358.39,375.0,-1.04,-3.53,1.6,5.75
000669.png,Car,0.0,190.77,214.71,318.54,-0.95,-7.6,1.56,10.35
000669.png,Car,300.67,187.37,401.56,241.08,-1.23,-7.47,1.48,21.18
000669.png,Car,422.98,188.53,521.3,253.01,-1.38,-3.31,1.49,18.08
000669.png,Car,391.96,183.01,454.34,220.15,-1.32,-7.8,1.37,30.58
000669.png,Car,480.59,184.56,530.51,217.19,-1.44,-4.72,1.37,33.52
000669.png,Van,521.93,160.8,558.62,203.24,-1.5,-4.6,1.14,49.74
000669.png,Car,0.0,189.14,80.29,276.4,-0.84,-11.49,1.61,12.47
000669.png,Car,271.07,186.13,347.13,221.54,-1.18,-12.36,1.4,29.92
000670.png,Car,532.21,182.23,583.47,216.23,1.77,-2.45,1.97,34.34
000671.png,Pedestrian,757.54,137.53,812.16,307.56,2.1,2.16,1.42,8.47
000672.png,Car,0.0,190.35,398.47,374.0,2.08,-3.02,1.76,5.21
000672.png,Car,524.95,182.98,567.7,215.64,1.65,-2.99,1.92,34.15
000673.png,Car,243.02,181.5,439.76,304.0,1.92,-4.04,1.74,11.41
000673.png,Car,660.55,169.66,694.81,202.08,-1.6,3.51,1.49,38.17
000674.png,Car,1136.07,191.67,1241.0,374.0,-2.72,3.23,1.52,1.31
000674.png,Car,276.19,188.51,412.89,270.87,1.93,-5.76,1.94,15.98
000674.png,Car,746.78,177.72,961.13,314.74,-1.89,3.02,1.59,9.83
000674.png,Car,705.11,176.13,825.04,258.62,-1.87,3.11,1.62,15.25
000674.png,Car,373.04,187.73,453.86,244.25,1.82,-5.67,1.92,21.01
000674.png,Pedestrian,771.43,156.86,788.27,216.5,-1.8,5.65,1.42,23.91
000674.png,Car,693.38,178.53,765.98,232.01,-1.74,3.31,1.57,20.72
000675.png,Pedestrian,460.71,175.79,496.98,276.14,-1.7,-2.18,1.59,11.51
000675.png,Pedestrian,427.26,170.11,461.43,277.74,-1.56,-2.66,1.57,11.28
000675.png,Pedestrian,696.91,162.47,727.78,236.36,1.17,2.6,1.63,18.96
000675.png,Pedestrian,734.23,160.8,762.31,236.4,1.07,3.42,1.61,18.74
000675.png,Pedestrian,389.46,167.92,424.74,238.34,0.25,-4.73,1.5,16.66
000676.png,Car,507.41,173.44,566.33,218.27,-1.44,-2.25,1.2,25.79
000676.png,Car,544.06,172.23,579.87,201.6,-1.49,-1.96,0.96,36.46
000676.png,Car,606.23,169.19,639.9,199.8,-1.55,1.21,0.91,38.35
000676.png,Car,575.0,168.3,602.37,192.51,-1.5,-0.81,0.7,48.67
000677.png,Car,734.86,174.99,973.52,328.45,-1.86,2.76,1.57,9.34
000677.png,Car,0.0,198.01,176.06,303.02,0.7,-9.19,1.93,11.41
000677.png,Car,1118.8,196.1,1241.0,374.0,-2.58,3.04,1.52,1.62
000677.png,Car,700.36,171.3,809.26,254.65,-1.75,2.93,1.56,15.54
000677.png,Car,342.17,189.45,463.74,268.46,1.8,-4.46,1.87,15.95
000677.png,Car,418.92,175.92,500.44,240.72,1.76,-4.37,1.84,21.28
000677.png,Car,665.27,174.7,729.74,225.59,-1.68,2.79,1.62,23.97
000677.png,Car,469.86,177.92,528.44,227.03,1.71,-4.1,1.89,26.96
000677.png,Car,658.06,176.02,716.59,214.16,-1.77,3.14,1.63,30.36
000677.png,Van,643.99,146.84,700.97,206.09,-1.65,3.15,1.63,37.93
000677.png,Car,626.12,175.58,649.77,193.92,-1.67,2.26,1.69,59.4
000677.png,Car,532.35,181.31,557.57,197.66,-1.7,-5.63,2.08,62.01
000678.png,Car,349.31,189.3,385.09,217.88,1.47,-15.11,2.69,44.73
000678.png,Car,329.85,190.87,467.65,291.03,1.73,-3.75,1.84,13.4
000679.png,Pedestrian,1089.44,138.94,1199.64,372.56,-2.2,3.96,1.32,5.44
000679.png,Car,512.69,171.35,596.43,240.26,1.66,-1.06,1.27,17.71
000679.png,Pedestrian,787.2,154.37,817.33,247.58,-1.77,3.52,1.17,13.01
000679.png,Van,634.6,127.36,715.75,218.07,-1.65,2.22,1.02,23.4
000680.png,Car,339.4,189.01,529.49,308.59,1.91,-2.6,1.8,11.53
000680.png,Car,488.5,185.64,596.0,259.12,1.92,-1.59,1.91,17.71
000680.png,Car,581.04,185.01,657.65,235.56,1.86,0.34,1.88,23.28
000680.png,Car,797.2,168.39,841.3,195.78,-1.32,14.25,1.5,49.03
000681.png,Car,421.83,183.09,507.27,208.2,0.28,-8.31,1.97,41.27
000682.png,Car,0.0,180.84,335.53,374.0,2.12,-3.59,1.57,5.21
000682.png,Misc,685.47,181.54,735.3,235.15,-1.6,3.16,1.92,23.28
000682.png,Car,646.17,188.33,674.33,211.09,-1.64,3.34,2.49,48.88
000683.png,Car,396.65,185.64,438.27,210.4,1.8,-11.86,2.23,44.58
000683.png,Car,453.98,183.67,489.51,207.66,1.77,-8.46,2.06,44.25
000684.png,Car,202.87,195.95,364.44,285.8,1.97,-6.13,1.91,13.88
000684.png,Car,687.68,174.86,788.2,245.71,-1.73,2.93,1.59,17.47
000684.png,Car,332.08,190.98,436.59,250.11,1.88,-6.0,1.89,19.51
000684.png,Car,420.62,178.57,487.14,227.88,1.78,-5.94,1.97,27.72
000684.png,Car,455.15,181.45,505.89,217.75,1.76,-6.14,2.03,34.44
000684.png,Car,634.68,175.12,654.55,192.55,-1.61,3.17,1.78,66.79
000684.png,Van,1191.54,133.42,1241.0,194.45,0.78,24.77,0.8,27.02
000685.png,Van,451.85,167.46,487.26,205.68,-1.59,-7.91,1.75,40.33
000685.png,Cyclist,511.36,167.76,565.45,267.87,-1.66,-1.42,1.66,13.53
000685.png,Car,645.61,179.48,866.65,314.27,-1.93,1.71,1.57,9.99
000685.png,Car,62.36,196.22,282.69,314.79,1.94,-6.93,1.94,11.88
000685.png,Van,205.01,180.54,331.76,267.68,1.8,-7.95,1.97,17.11
000685.png,Car,576.83,171.33,681.87,249.04,-1.78,0.3,1.59,16.85
000685.png,Car,542.59,175.03,625.23,231.38,-1.77,-0.92,1.62,21.8
000685.png,Car,280.34,191.81,352.98,246.44,1.69,-8.9,2.06,22.04
000685.png,Pedestrian,726.75,160.0,756.03,231.2,1.18,3.18,1.39,17.65
000685.png,Car,311.61,186.46,366.3,227.54,1.69,-10.36,1.96,27.66
000685.png,Car,527.21,177.53,581.5,217.35,-1.71,-2.17,1.56,26.87
000686.png,Car,0.0,204.51,156.41,374.0,-2.39,-6.33,1.71,5.82
000686.png,Car,332.6,177.82,493.22,226.99,0.28,-5.9,1.56,21.77
000686.png,Car,685.1,170.22,871.57,235.13,-0.18,3.98,1.45,17.78
000686.png,Car,667.42,161.53,828.67,225.02,-0.2,3.92,1.45,21.15
000686.png,Car,403.11,175.1,508.82,210.11,-2.89,-6.79,1.6,31.91
000686.png,Car,438.23,175.98,524.12,203.53,-3.08,-6.79,1.57,38.21
000687.png,Car,561.49,178.67,588.94,199.86,1.66,-2.47,1.87,51.4
000688.png,Truck,634.85,135.55,694.39,207.46,-1.56,3.16,1.75,41.02
000688.png,Car,52.92,184.24,162.46,228.17,2.17,-19.73,2.05,28.5
000688.png,Car,143.47,185.15,235.33,218.62,2.12,-19.65,2.03,33.88
000688.png,Car,234.06,183.82,299.94,211.52,2.03,-19.61,2.12,41.4
000688.png,Car,324.08,182.9,366.25,203.63,1.97,-19.15,2.17,52.23
000688.png,Car,379.56,179.21,410.83,197.87,1.95,-18.75,2.14,63.05
000689.png,Car,401.63,183.37,495.78,210.93,0.29,-8.41,1.94,37.67
000690.png,Car,0.0,221.34,256.06,374.0,2.42,-3.39,1.84,2.84
000690.png,Car,480.17,186.33,545.85,232.53,1.73,-3.33,1.94,25.1
000691.png,Cyclist,0.0,197.08,202.97,374.0,2.22,-3.0,1.74,3.84
000691.png,Car,160.61,187.14,402.68,268.61,-2.7,-6.48,1.8,14.42
000691.png,Car,288.19,185.33,426.92,245.02,0.38,-6.84,1.88,19.6
000691.png,Car,662.54,181.33,756.88,248.27,-1.74,2.25,1.63,17.52
000691.png,Car,640.24,176.87,680.87,210.72,-1.64,2.2,1.63,32.51
000691.png,Van,618.11,165.85,637.67,188.33,-1.59,1.91,1.64,78.63
000692.png,Car,827.17,163.18,1241.0,374.0,-2.07,2.73,1.64,4.52
000692.png,Car,723.9,185.2,916.9,303.63,-1.85,2.75,1.56,10.47
000692.png,Car,674.99,171.36,752.52,237.67,-1.74,2.68,1.61,19.54
000692.png,Car,269.22,177.27,455.49,243.38,0.39,-6.19,1.69,18.17
000692.png,Car,409.14,176.96,507.17,214.94,0.21,-6.01,1.61,28.61
000692.png,Car,480.74,163.12,546.75,194.18,0.11,-6.68,1.44,50.26
000692.png,Car,648.62,176.24,689.12,208.21,-1.67,2.64,1.56,33.26
000692.png,Car,625.52,172.36,646.07,188.23,-1.65,2.36,1.4,67.06
000693.png,Car,1182.23,185.41,1238.81,226.55,-1.54,23.2,1.94,27.86
000694.png,Car,0.0,77.93,357.76,374.0,2.09,-2.91,1.59,4.09
000694.png,Car,771.65,190.59,1079.84,360.67,-1.93,3.12,1.61,8.27
000694.png,Car,1044.82,218.53,1241.0,374.0,0.6,3.53,1.74,2.33
000694.png,Car,468.61,168.99,526.47,215.75,1.69,-3.94,1.42,25.56
000694.png,Car,720.78,181.29,854.87,275.26,-1.83,3.1,1.67,13.39
000694.png,Car,651.85,172.28,713.66,219.73,-1.71,2.36,1.49,24.51
000694.png,Car,638.41,173.59,686.63,209.12,-1.68,2.13,1.45,30.81
000695.png,Pedestrian,737.86,149.35,801.53,300.12,1.63,2.03,1.37,8.66
000696.png,Car,0.0,219.08,304.32,374.0,2.39,-2.65,1.73,2.08
000696.png,Car,715.28,187.17,870.46,299.86,-1.79,2.67,1.71,11.47
000696.png,Car,520.38,178.73,569.99,220.77,1.65,-2.52,1.76,28.52
000696.png,Car,661.63,179.29,723.84,228.37,1.45,2.68,1.74,24.39
000696.png,Car,557.42,179.54,585.13,204.88,1.58,-2.35,1.88,43.71
000696.png,Car,645.57,177.07,677.37,205.35,-1.63,3.08,1.92,44.07
000697.png,Truck,544.47,129.26,614.93,214.56,-1.56,-1.46,1.78,35.41
000697.png,Car,16.1,190.5,122.12,230.21,2.24,-24.52,2.46,32.85
000698.png,Car,898.96,141.85,1241.0,360.45,-1.95,4.31,1.41,7.43
000698.png,Cyclist,759.04,162.49,790.2,200.88,2.1,7.61,1.27,33.41
000698.png,Person_sitting,846.84,154.86,871.48,196.98,-3.11,6.39,0.62,18.61
000699.png,Truck,594.66,161.46,622.34,191.44,-1.58,-0.23,1.84,75.51
000699.png,Car,750.43,184.37,940.84,276.22,-2.17,4.09,1.64,13.24
000700.png,Car,581.85,176.1,600.06,190.53,-1.57,-1.75,1.57,65.5
000700.png,Car,292.06,183.14,399.96,243.71,1.91,-7.16,1.78,19.81
000701.png,Pedestrian,888.3,139.78,989.08,320.66,-0.48,3.57,1.44,7.6
000702.png,Car,593.24,171.24,626.68,203.43,-1.57,-0.03,1.6,39.19
000702.png,Truck,407.27,152.01,467.55,202.24,1.77,-13.0,2.1,55.08
000703.png,Pedestrian,505.6,146.78,603.95,326.8,-3.06,-0.52,1.49,7.51
000704.png,Car,750.01,163.51,1068.4,365.01,-1.88,2.61,1.45,7.55
000704.png,Car,0.0,207.75,285.16,374.0,-0.8,-2.99,1.65,2.78
000704.png,Car,658.61,173.96,712.98,218.01,-1.62,2.47,1.44,24.53
000704.png,Van,702.45,152.41,744.27,186.13,-1.3,9.23,1.04,58.41
000705.png,Car,597.05,174.63,657.08,232.64,-1.56,0.48,1.68,21.82
000705.png,Car,705.1,180.22,778.38,234.96,-1.73,3.66,1.65,20.73
000705.png,Misc,934.2,147.72,969.79,186.23,-1.93,19.86,0.76,41.98
000705.png,Pedestrian,722.18,171.65,738.93,235.03,2.92,3.11,1.61,18.84
000705.png,Car,1049.15,163.93,1160.31,202.47,-2.14,19.58,1.11,28.83
000705.png,Car,1149.16,147.88,1241.0,208.62,-2.24,19.43,1.07,23.13
000706.png,Car,672.95,181.89,745.46,236.91,-1.72,3.02,1.87,22.9
000706.png,Van,652.87,159.84,715.44,223.37,-1.67,2.94,1.93,30.06
000706.png,Car,525.23,181.22,558.8,214.58,1.6,-3.3,1.93,35.15
000707.png,Car,360.9,189.01,501.88,280.68,1.82,-3.46,1.88,14.64
000707.png,Car,523.92,182.29,564.4,211.63,1.69,-3.44,1.95,37.98
000708.png,Car,0.0,206.01,223.92,374.0,2.24,-4.82,1.76,5.52
000708.png,Car,852.51,189.92,1241.0,374.0,-2.1,3.44,1.67,5.74
000708.png,Car,762.14,182.12,958.3,306.43,-1.87,3.41,1.66,10.65
000708.png,Car,726.86,178.02,834.57,253.91,-1.78,3.67,1.64,16.25
000708.png,Car,700.3,178.28,779.97,232.88,-1.75,3.8,1.67,21.84
000708.png,Car,479.01,178.29,532.96,215.21,1.76,-4.48,1.74,31.34
000708.png,Car,694.1,177.09,750.76,219.62,-1.71,4.16,1.67,27.37
000709.png,Car,166.37,202.17,418.05,374.0,1.92,-3.48,1.91,8.46
000709.png,Car,366.53,190.36,485.55,275.75,1.82,-3.76,1.92,15.13
000709.png,Car,466.25,181.57,550.25,237.4,1.87,-3.08,1.84,22.21
000709.png,Misc,799.59,185.11,902.97,336.28,-1.87,2.28,1.42,7.14
000710.png,Car,380.63,188.4,463.01,258.09,1.64,-4.5,1.82,17.6
000710.png,Misc,449.97,181.26,474.56,208.81,1.69,-8.96,2.13,43.73
000710.png,Car,532.31,181.4,557.03,200.98,-1.71,-5.73,2.4,62.92
000711.png,Car,0.0,193.59,109.47,361.95,2.27,-6.34,1.72,6.72
000711.png,Car,366.43,177.93,425.57,208.01,1.82,-11.26,1.77,38.15
000712.png,Car,449.12,177.62,493.13,215.69,1.68,-6.93,2.04,36.15
000712.png,Van,380.33,168.61,434.9,209.54,1.89,-15.09,2.61,54.17
000712.png,Car,237.51,193.43,343.42,256.34,1.84,-8.66,2.08,19.78
000712.png,Car,141.38,198.69,259.68,255.52,2.02,-12.57,2.34,22.37
000712.png,Pedestrian,435.39,184.72,444.39,209.71,-0.74,-12.15,2.6,51.2
000712.png,Car,209.53,189.99,283.8,212.36,0.17,-25.02,2.65,49.78
000712.png,Car,907.05,169.79,948.24,191.79,1.88,22.16,1.29,50.33
000713.png,Van,365.05,166.3,456.39,205.2,2.38,-10.71,1.66,39.02
000713.png,Pedestrian,880.88,163.99,904.16,241.8,-1.77,6.06,1.47,15.57
000713.png,Car,438.95,174.31,518.83,207.47,-0.81,-6.23,1.57,34.44
000713.png,Car,576.19,174.57,629.45,200.05,-1.02,-0.42,1.61,44.2
000714.png,Van,895.05,148.9,1037.69,292.52,-1.6,5.9,1.67,12.36
000714.png,Car,493.65,190.36,662.41,278.85,-1.14,-0.5,1.89,15.15
000714.png,Car,364.44,168.81,545.33,272.45,-0.95,-3.4,1.98,16.64
000714.png,Car,758.42,171.96,835.76,230.05,-1.46,5.18,1.42,19.8
000714.png,Car,968.02,163.65,1031.83,211.79,-1.64,14.9,1.4,27.82
000714.png,Van,1023.06,140.07,1093.47,200.11,1.42,22.33,1.28,36.21
000714.png,Misc,214.72,211.24,474.53,272.91,2.34,-5.99,1.98,17.2
000714.png,Car,99.8,201.34,248.33,258.41,-0.68,-12.56,2.28,20.95
000714.png,Misc,139.24,203.44,269.59,260.96,2.43,-10.94,2.22,19.54
000714.png,Misc,272.19,179.18,331.21,224.29,2.35,-14.36,2.32,33.61
000715.png,Van,492.01,164.38,551.25,210.05,1.8,-5.13,2.07,42.62
000716.png,Car,584.05,179.71,619.83,208.08,-1.58,-0.43,1.59,34.2
000716.png,Car,537.4,179.8,570.76,205.36,-1.5,-3.17,1.78,41.05
000716.png,Van,608.1,166.89,627.75,193.81,-1.56,0.72,1.79,63.56
000717.png,Car,395.48,187.82,522.15,269.2,1.88,-3.16,1.85,15.63
000718.png,Pedestrian,1146.03,92.77,1237.0,373.0,-1.94,3.22,1.39,3.33
000718.png,Pedestrian,1078.92,85.84,1237.0,373.0,-2.2,4.3,1.33,5.28
000718.png,Person_sitting,222.8,222.51,364.06,373.0,-2.49,-2.63,1.57,6.05
000718.png,Pedestrian,476.03,158.47,522.7,291.37,1.71,-1.52,1.46,10.05
000718.png,Pedestrian,434.72,164.88,486.19,296.0,1.84,-1.98,1.47,9.58
000718.png,Pedestrian,614.5,157.28,644.24,236.38,-1.44,0.51,1.22,16.55
000718.png,Pedestrian,617.27,157.7,647.63,214.26,-1.63,1.04,1.09,24.56
000718.png,Pedestrian,669.5,158.51,689.08,235.27,-1.58,1.69,1.18,16.25
000718.png,Pedestrian,726.8,152.66,746.55,217.73,-1.7,3.72,1.0,20.42
000718.png,Car,558.39,166.24,592.73,192.89,1.68,-1.55,0.66,44.84
000718.png,Pedestrian,420.84,163.86,448.82,241.99,-2.6,-4.1,1.4,17.09
000718.png,Pedestrian,697.86,159.46,720.01,225.6,-1.64,2.63,1.12,18.73
000719.png,Car,1109.21,147.6,1241.0,274.03,-2.24,11.16,1.63,12.43
000719.png,Car,0.0,183.24,130.96,372.41,-2.4,-6.67,1.63,6.52
000719.png,Car,0.0,155.51,297.85,316.19,-2.51,-6.53,1.58,8.81
000719.png,Car,199.48,163.47,425.64,252.53,0.47,-6.13,1.57,15.01
000719.png,Car,248.53,175.96,449.74,239.85,-2.83,-6.15,1.51,17.17
000719.png,Car,40.01,174.51,348.35,275.18,-2.63,-6.75,1.56,11.92
000719.png,Car,444.19,174.8,546.31,206.65,0.2,-5.25,1.5,33.15
000719.png,Car,1016.2,162.33,1184.83,230.02,0.96,13.56,1.46,20.36
000719.png,Car,670.96,171.13,781.36,210.28,-0.09,4.54,1.44,28.91
000719.png,Car,662.36,165.61,766.0,206.68,-0.13,4.56,1.46,32.21
000720.png,Pedestrian,135.48,180.06,179.76,293.17,0.58,-6.45,1.66,10.2
000720.png,Pedestrian,1.49,166.57,62.6,259.44,2.24,-11.89,1.74,14.8
000720.png,Misc,1122.97,213.3,1241.0,374.0,-2.17,5.01,1.58,5.94
000720.png,Pedestrian,400.45,165.2,421.73,231.02,1.86,-5.84,1.66,20.87
000721.png,Pedestrian,419.96,155.05,471.62,309.7,-2.94,-1.92,1.47,8.42
000722.png,Cyclist,817.4,158.75,855.83,233.88,-1.79,5.65,1.47,18.18
000722.png,Pedestrian,848.52,164.33,872.94,220.88,-1.89,7.56,1.45,22.13
000722.png,Pedestrian,874.29,163.59,895.92,220.43,-1.93,8.28,1.43,22.05
000722.png,Misc,865.88,186.74,890.53,219.55,-1.88,8.34,1.44,22.56
000722.png,Cyclist,746.44,170.25,759.44,205.54,-1.66,6.76,1.53,34.3
000723.png,Car,482.38,183.29,545.56,227.01,1.73,-3.59,1.91,27.36
000723.png,Car,557.27,180.94,582.58,198.79,1.64,-3.47,2.2,62.94
000724.png,Car,0.0,176.36,75.05,220.31,2.27,-21.16,1.61,25.72
000724.png,Car,304.11,173.22,345.47,191.97,-1.18,-22.63,1.48,57.33
000724.png,Car,231.3,158.56,282.77,190.59,-1.1,-28.65,1.4,58.7
000724.png,Car,570.55,169.94,616.53,215.76,-1.55,-0.64,1.55,28.06
000725.png,Car,572.1,179.41,604.46,208.92,-1.57,-1.14,1.28,41.33
000725.png,Car,21.22,186.63,254.12,293.05,-1.04,-7.99,1.59,12.64
000725.png,Car,217.15,186.04,352.92,252.83,-1.16,-8.19,1.54,18.59
000725.png,Van,306.26,119.16,477.84,271.03,-1.32,-4.49,1.53,16.05
000725.png,Car,463.32,184.91,518.24,224.49,-1.43,-4.57,1.42,28.39
000725.png,Car,493.42,184.16,531.29,211.84,-1.44,-5.21,1.38,39.45
000725.png,Misc,536.4,174.13,556.06,196.14,-1.52,-6.36,1.1,74.65
000725.png,Car,0.0,184.54,167.89,270.75,-0.95,-11.42,1.59,15.35
000727.png,Pedestrian,612.21,168.14,634.88,236.36,2.89,0.43,1.39,18.78
000727.png,Pedestrian,619.64,161.07,649.64,238.29,3.09,0.61,1.33,17.36
000727.png,Pedestrian,875.14,152.71,988.8,373.0,-2.41,2.67,1.56,6.09
000727.png,Pedestrian,1111.85,115.63,1237.0,373.0,-2.51,3.75,1.43,4.21
000727.png,Pedestrian,571.19,164.53,607.19,254.28,1.72,-0.41,1.46,14.91
000727.png,Car,388.85,147.43,553.26,274.12,1.83,-2.38,1.55,14.35
000727.png,Van,500.3,156.78,587.34,238.51,1.71,-1.55,1.45,20.97
000727.png,Person_sitting,888.12,185.17,954.06,286.66,1.32,4.21,1.36,9.59
000728.png,Car,0.0,194.5,276.67,374.0,2.04,-4.2,1.66,5.86
000728.png,Car,467.5,184.4,515.93,218.42,1.74,-5.23,1.92,32.08
000728.png,Car,290.0,186.4,436.7,286.75,1.82,-4.16,1.72,12.54
000729.png,Van,778.8,0.0,1241.0,374.0,-2.07,2.92,1.65,4.98
000729.png,Car,0.0,157.82,184.87,370.99,0.77,-6.46,1.59,6.57
000729.png,Car,0.0,175.32,299.29,314.94,-2.58,-6.41,1.59,8.89
000729.png,Car,181.37,171.69,428.79,255.99,0.4,-6.01,1.55,14.45
000729.png,Van,345.44,139.7,517.44,222.41,0.25,-6.47,1.73,26.42
000729.png,Car,730.19,173.0,823.27,212.41,-0.15,6.23,1.45,27.38
000729.png,Misc,744.86,186.0,797.16,263.53,1.3,3.18,1.72,14.6
000730.png,Car,542.71,179.33,567.69,201.6,1.57,-3.71,1.86,48.65
000731.png,Pedestrian,897.11,147.41,947.77,252.35,-1.94,5.45,1.17,12.34
000731.png,Van,677.92,161.63,746.25,221.04,-1.72,3.64,1.22,24.28
000731.png,Person_sitting,851.09,149.67,943.12,312.05,2.79,2.57,1.12,6.4
000732.png,Car,585.72,178.4,639.73,222.31,-1.57,0.05,1.57,24.41
000732.png,Van,0.0,41.55,311.37,374.0,-1.77,-4.4,1.57,5.77
000732.png,Car,238.82,183.21,452.36,271.77,-2.23,-5.04,1.64,13.47
000732.png,Car,401.36,166.57,525.71,224.43,-2.27,-4.93,1.6,23.86
000732.png,Car,435.77,163.18,528.61,215.65,-2.16,-4.89,1.52,27.13
000732.png,Car,482.87,167.48,555.74,203.65,-2.31,-4.79,1.56,37.66
000732.png,Car,588.88,174.51,622.95,205.59,-1.55,-0.21,1.63,37.39
000732.png,Truck,179.79,133.64,324.93,214.41,2.01,-14.81,1.57,30.57
000733.png,Car,584.94,176.12,638.26,226.52,-1.56,0.04,1.69,24.39
000733.png,Car,329.95,187.4,398.46,219.66,1.9,-10.96,1.97,32.38
000733.png,Car,445.67,182.74,477.37,202.58,1.79,-11.05,2.15,53.77
000733.png,Car,460.16,178.85,490.92,198.72,1.76,-11.08,2.07,59.61
000733.png,Car,639.32,171.36,685.65,191.72,-0.82,4.07,1.42,55.85
000734.png,Car,665.44,175.98,791.75,261.89,-1.78,2.21,1.57,14.76
000734.png,Car,0.0,187.93,365.1,374.0,-1.11,-3.45,1.6,5.77
000734.png,Pedestrian,113.31,164.22,150.14,335.59,-1.0,-5.21,1.73,7.81
000734.png,Car,160.12,189.92,332.37,252.83,-2.67,-9.15,1.93,18.23
000734.png,Car,500.49,173.3,551.36,217.64,-1.52,-3.26,1.64,28.27
000734.png,Car,632.9,176.49,695.02,222.6,-1.74,1.92,1.75,27.22
000734.png,Pedestrian,164.32,167.68,206.66,339.26,-1.05,-4.61,1.73,7.73
000734.png,Car,528.07,179.56,562.03,206.09,-1.45,-3.75,1.86,41.81
000734.png,Car,619.47,170.48,649.95,202.16,-1.58,1.47,1.72,44.22
000735.png,Car,222.99,192.1,371.96,272.06,2.0,-6.71,1.94,15.8
000735.png,Misc,458.51,176.4,489.52,220.7,1.82,-5.27,1.79,27.87
000735.png,Car,627.81,173.78,668.41,195.21,-2.01,2.81,1.64,54.34
000735.png,Car,510.43,179.38,547.85,203.31,1.84,-5.5,2.01,49.22
000736.png,Car,1084.89,208.43,1241.0,374.0,-2.67,2.86,1.62,1.26
000736.png,Car,0.0,213.21,353.21,374.0,-1.13,-4.2,1.91,7.58
000736.png,Car,712.76,183.49,868.0,294.66,-1.81,2.64,1.66,11.45
000736.png,Car,346.66,184.3,473.88,270.45,-1.31,-4.51,2.0,16.79
000736.png,Car,468.3,183.89,521.38,225.41,1.72,-4.86,2.11,30.69
000736.png,Cyclist,564.97,177.67,575.45,203.02,1.64,-2.98,2.22,53.87
000736.png,Car,510.35,184.96,544.82,209.59,1.68,-5.3,2.27,46.72
000736.png,Car,635.23,178.33,655.7,195.16,-1.57,3.31,2.04,67.53
000736.png,Car,656.22,175.32,712.7,221.36,-1.69,2.71,1.72,27.3
000737.png,Van,747.07,0.0,1241.0,374.0,-1.95,2.92,1.63,6.93
