filename,class,xmin,ymin,xmax,ymax,angle,zloc,weather,depth_y,depth_x,depth_mean,depth_min,depth_median,depth_max,depth_mean_trim,width,height
000859.png,car,788.9927,180.30936,949.5156,283.97433,-2.62,1.36,clone,228,942,1.5547975,1.217932,1.3563755,7.9247622,1.373998,160.52289999999994,103.66497000000001
000859.png,car,736.0438,180.68541,814.04535,246.57576,1.42,17.59,clone,237,813,2.582303,2.0172315,2.2203953,7.928617,2.2171905,78.00154999999995,65.89035000000001
000859.png,car,587.64484,174.15964,634.07556,207.99422,1.8,39.89,clone,198,600,5.552895,4.890082,5.3781023,7.4026446,5.434966,46.43071999999995,33.83458000000002
000859.png,car,633.8636,178.7337,659.637,202.9763,1.78,47.33,clone,194,633,6.802268,6.0592847,6.6315,8.609783,6.6748776,25.773399999999924,24.24260000000001
000859.png,car,683.24713,178.79787,710.68414,195.58891,1.75,62.68,clone,194,689,9.103271,8.421407,9.068457,9.778038,9.082445,27.437009999999987,16.79104000000001
000860.png,car,478.85593,174.76945,568.43945,222.00114,1.86,23.97,clone,193,478,3.366719,2.2926266,3.2828588,6.195733,3.2740161,89.58351999999996,47.231689999999986
000861.png,person,535.29126,176.91711,550.6903,228.21326,-1.5,22.4,clone,197,535,3.0430498,2.7843301,2.9778118,5.9567556,2.9861302,15.399040000000014,51.29614999999998
000861.png,person,489.44907,170.04916,513.88824,244.08748,1.63,17.34,clone,243,489,2.3114629,2.1895535,2.2690434,3.9041033,2.270419,24.43916999999999,74.03832
000861.png,person,717.8414,170.53688,733.626,220.49539,1.43,25.32,clone,189,732,3.8367052,3.304155,3.757359,5.182338,3.7386103,15.784599999999955,49.95850999999999
000861.png,person,735.57745,168.12546,757.04926,222.40881,1.36,25.34,clone,221,756,3.459551,3.1966746,3.4193475,3.9204311,3.4299467,21.471810000000005,54.283349999999984
000861.png,person,1160.2386,146.73273,1217.2792,291.79727,-0.69,9.2,clone,24,232,1.3023114,1.2076024,1.2721301,1.6326369,1.280837,57.04060000000004,145.06454000000002
000861.png,person,1126.952,169.8425,1168.4009,281.26096,-0.64,9.86,clone,280,1150,1.3654233,1.2393854,1.3322332,1.6446916,1.332968,41.448900000000094,111.41846000000001
000862.png,person,1088.1821,169.65184,1132.2172,293.0676,-0.92,8.81,clone,171,1110,1.0573689,0.92300314,1.0285054,1.4236541,1.0347338,44.03510000000006,123.41576000000003
000862.png,person,349.8595,142.41687,408.76358,335.41592,1.42,7.16,clone,152,368,0.9998225,0.81899375,0.8946328,1.7090772,0.9129766,58.904079999999965,192.99905000000004
000863.png,car,1.0866528,208.82938,391.64975,371.0711,2.27,4.01,clone,352,142,0.61696047,0.36285576,0.5207944,1.867812,0.53484404,390.56309719999996,162.24172000000002
000863.png,car,636.1173,176.1492,666.67334,198.811,1.74,48.04,clone,189,660,5.5674887,5.200894,5.392494,8.238226,5.4234467,30.556040000000053,22.6618
000864.png,car,571.8623,187.15173,607.17346,213.28262,-1.59,37.86,clone,189,580,4.89906,4.4501667,4.726733,7.993672,4.722445,35.31115999999997,26.130890000000022
000864.png,car,780.2714,181.64601,1028.9729,271.74625,2.71,12.69,clone,183,1027,1.5308354,0.91081256,1.4671965,3.2608063,1.4849873,248.7015,90.10023999999999
000865.png,car,217.11334,208.86487,467.78772,370.83792,1.91,8.8,clone,333,331,1.137493,0.86543816,1.0353755,3.4979298,1.0532463,250.67437999999999,161.97305
000865.png,car,532.8567,196.31004,572.8098,226.02763,1.65,37.75,clone,217,566,5.3188734,4.7115154,4.936081,9.464381,5.001195,39.95309999999995,29.71759
000866.png,car,0.29171115,205.07607,224.54958,315.6172,0.63,10.43,clone,244,60,1.5030606,1.1351186,1.2442437,3.2424457,1.2923808,224.25786885,110.54113000000004
000866.png,car,460.81253,180.01945,528.9322,205.62735,-2.98,45.33,clone,204,463,5.7052813,3.8122737,5.6217256,7.8812437,5.6296406,68.11966999999999,25.6079
000867.png,car,0.05943138,296.85062,41.762115,374.00793,2.89,0.75,clone,372,0,0.7256281,0.39979815,0.4832012,1.5204394,0.6517182,41.70268362,77.15731
000867.png,car,1047.6223,129.91301,1241.917,263.64746,-2.48,9.2,clone,132,1204,1.4920496,0.8821498,1.3579184,3.1246743,1.3731836,194.29469999999992,133.73445
000867.png,car,173.87225,190.06366,404.64645,322.0002,1.94,9.4,clone,306,258,1.5963967,1.0055997,1.1629604,8.162776,1.1819872,230.7742,131.93654
000867.png,car,378.1777,185.04575,481.3785,263.2927,1.87,14.66,clone,223,1221,2.029626,1.6201944,1.8779237,5.6440287,1.8661326,103.20079999999996,78.24695000000003
000867.png,car,965.73816,157.01689,1103.1166,223.80533,1.95,18.83,clone,222,1094,2.373087,1.3632224,2.1790876,3.8544958,2.161699,137.37844000000007,66.78844000000001
000867.png,car,866.2912,162.86798,976.0183,223.82387,2.06,20.25,clone,222,975,2.7329855,2.4333253,2.5928845,5.4722986,2.600299,109.72709999999995,60.95589000000001
000867.png,car,823.0862,164.94525,905.8768,215.70584,2.15,22.86,clone,211,904,3.2367592,2.9161615,2.9879975,5.492026,2.976659,82.79060000000004,50.76059000000001
000867.png,car,773.6188,167.48286,843.45447,208.48035,2.32,28.92,clone,180,813,3.6485727,2.0923545,3.5534835,5.316346,3.582118,69.83567000000005,40.99749
000867.png,car,663.49963,176.18402,745.4179,232.29433,-1.69,21.2,clone,193,735,2.9372694,2.2879748,2.5760102,9.126356,2.6021028,81.91827,56.11031
000867.png,car,473.02008,176.72484,540.7577,220.9935,1.8,25.83,clone,218,473,3.4981427,2.7233362,3.2979307,6.1679416,3.317822,67.73761999999999,44.26866000000001
000867.png,car,498.1569,167.19173,557.5229,215.04039,1.73,31.5,clone,199,512,4.367599,3.6835897,3.633883,7.8646526,3.6844676,59.36600000000004,47.848659999999995
000867.png,truck,608.3915,144.84937,655.4556,198.29774,-1.49,53.57,clone,160,644,6.2065763,5.7157245,6.047187,9.3656025,6.067401,47.06410000000005,53.44837000000001
000868.png,car,744.8778,180.74582,873.39667,261.17462,-1.79,14.55,clone,187,802,2.2235332,1.5481105,1.7086884,9.165966,1.7350637,128.51887,80.4288
000868.png,car,638.8428,169.11588,695.9418,194.86765,2.65,44.93,clone,184,656,6.0871387,5.2933173,5.6731267,9.171487,5.794979,57.09899999999993,25.751769999999993
000868.png,person,495.07272,172.56343,510.37,213.93324,0.16,29.95,clone,178,501,3.9536507,3.6533537,3.7759922,7.1773987,3.788908,15.29728,41.36981
000868.png,car,983.4713,169.29942,1035.4016,187.38715,2.89,44.86,clone,186,983,6.4542847,5.029499,6.2236495,8.870655,6.2770686,51.930299999999875,18.087729999999993
000868.png,car,1168.2391,153.767,1241.77,182.60161,2.69,42.36,clone,160,1239,5.867435,1.2699282,6.373411,7.606878,6.31688,73.53089999999997,28.834609999999998
000868.png,car,377.44702,179.96921,431.9499,202.05193,0.37,44.54,clone,193,389,6.5450172,5.807428,6.1529703,8.912035,6.268044,54.502880000000005,22.082719999999995
000868.png,car,268.79657,180.59497,307.7756,202.77254,1.01,48.5,clone,201,268,6.4018497,3.9550562,6.4663095,8.443357,6.4525223,38.97903000000002,22.177570000000003
000868.png,car,588.98645,175.62088,608.5627,189.25417,1.8,73.6,clone,183,593,8.865861,8.551439,8.823257,9.303448,8.843908,19.57624999999996,13.633289999999988
000868.png,car,563.06134,176.12636,586.36707,189.64014,1.9,74.31,clone,183,583,9.028297,8.549205,8.984333,9.598067,8.997519,23.30573000000004,13.513779999999997
000869.png,car,631.0692,165.91685,670.1889,198.6822,-1.66,38.13,clone,179,659,5.1757507,4.636028,4.8520713,9.072182,4.8669934,39.119699999999966,32.765349999999984
000869.png,car,555.39813,169.47485,595.0034,204.6258,-1.56,30.81,clone,191,590,4.351445,4.02643,4.1814976,7.5699377,4.225895,39.60527000000002,35.150949999999995
000869.png,car,597.89264,166.01227,614.915,178.46928,-1.61,67.98,clone,177,597,8.743466,5.9416447,8.869297,9.198793,8.885036,17.022359999999935,12.457009999999997
000870.png,car,594.69135,178.75786,676.52313,244.87689,-1.6,17.59,clone,213,674,2.5757241,2.1766922,2.309019,8.080683,2.3201973,81.83177999999998,66.11903000000001
000870.png,person,1128.6593,163.33186,1181.8713,275.5292,0.84,11.05,clone,185,1175,1.913421,1.351357,1.5229461,4.1654525,1.5823923,53.21199999999999,112.19734
000870.png,car,1172.1088,177.28711,1241.914,227.31401,2.35,21.25,clone,185,1175,2.7945983,1.73505,2.6635208,4.165514,2.6845217,69.80520000000001,50.02689999999998
000870.png,car,339.94803,178.41158,401.11453,215.60269,1.9,34.65,clone,207,372,5.364949,4.401181,4.9425917,8.6319685,5.1005654,61.166499999999985,37.19111000000001
000870.png,bicycle,774.39636,188.36635,815.12714,221.70268,2.95,25.44,clone,204,805,3.795519,3.2525687,3.5261872,7.1283827,3.5168037,40.730780000000095,33.336329999999975
000870.png,car,432.11737,176.98068,464.65652,200.99763,1.79,52.27,clone,183,435,5.4655495,2.9810567,6.3725357,7.9655957,5.651436,32.53915000000001,24.01694999999998
000870.png,car,577.4227,178.41972,621.69275,217.54262,-1.54,29.14,clone,203,620,4.916057,3.0119596,3.1423635,9.313185,3.0536275,44.27005000000008,39.12289999999999
000871.png,car,303.1584,185.41055,463.38773,291.05487,1.84,12.01,clone,243,309,2.1885693,1.290975,1.5102723,9.740086,1.5226922,160.22933,105.64432
000871.png,car,520.56885,180.98514,559.5817,211.19518,1.67,37.24,clone,201,532,6.024314,5.0248995,5.3860836,9.306938,5.550466,39.01284999999996,30.210039999999992
000871.png,car,563.34503,179.57378,584.4418,195.61395,1.63,69.55,clone,194,563,9.056995,7.5184364,9.1592655,9.332604,9.133883,21.096769999999992,16.04016999999999
000871.png,car,366.4435,178.20253,394.31747,189.5506,1.88,64.79,clone,188,366,7.080686,6.2352343,6.6897106,8.196397,6.618556,27.873970000000043,11.348070000000007
000871.png,car,587.1195,179.23651,631.0634,218.66356,-1.57,30.56,clone,206,992,4.483649,3.9887002,4.1949873,9.145298,4.2106905,43.943899999999985,39.42704999999998
000872.png,car,399.83038,189.66602,505.8729,264.2516,1.8,16.66,clone,263,504,2.4054325,1.8331877,2.0453868,9.265558,2.0793715,106.04252000000002,74.58558
000872.png,car,548.30396,182.75533,576.0188,203.8361,1.65,50.98,clone,196,550,6.7916427,6.35048,6.623761,9.496817,6.6477976,27.714840000000095,21.08077
000873.png,truck,0.08597539,106.1032,240.87209,268.76514,2.09,16.28,clone,267,69,1.7274796,1.0156183,1.667457,5.2219934,1.7009538,240.78611461,162.66193999999996
000873.png,car,544.9875,179.45049,563.5518,196.9772,-1.59,69.89,clone,186,562,8.896551,8.295551,8.834927,9.701269,8.849508,18.564300000000003,17.52671000000001
000874.png,person,654.43945,142.27264,674.83984,202.59349,-0.87,21.88,clone,193,658,3.135902,1.9562593,3.0777025,3.6986454,2.9602563,20.400390000000016,60.32085000000001
000874.png,person,280.69254,142.32982,316.33325,197.89146,-1.55,11.61,clone,195,283,1.4743966,1.1657978,1.3053668,3.333156,1.3297842,35.64071000000001,55.56163999999998
000874.png,person,823.44257,185.30179,922.1758,367.62262,0.8,5.0,clone,209,865,1.0219206,0.61087734,0.6690345,2.7241437,0.7593389,98.73322999999993,182.32082999999997
000874.png,person,915.18994,170.75787,1000.574,367.95435,0.75,5.27,clone,175,969,0.8848334,0.5986479,0.7031576,2.2979715,0.7188218,85.38405999999998,197.19647999999998
000874.png,person,617.8065,139.5472,660.9087,255.11494,1.15,11.4,clone,166,650,1.8602294,1.454911,1.6028423,4.6029496,1.6668818,43.102199999999925,115.56773999999999
000874.png,person,547.2476,142.30869,586.18524,263.81308,1.16,10.8,clone,262,559,1.7914428,1.3834373,1.5821065,4.309396,1.6059237,38.93763999999999,121.50439
000874.png,person,512.3488,143.27847,537.7038,211.13489,1.4,19.46,clone,210,536,2.7224877,2.4598167,2.6090918,4.474724,2.6353703,25.355000000000018,67.85642000000001
000874.png,person,523.1266,142.50134,546.52765,211.53,1.43,19.7,clone,193,545,2.9040337,1.6272018,2.6255953,4.474724,2.6852274,23.40104999999994,69.02866
000874.png,person,480.46704,146.0705,500.91248,209.82857,1.39,19.42,clone,208,487,2.8933315,2.6273587,2.7647295,4.333607,2.7793527,20.44544000000002,63.758070000000004
000874.png,person,400.618,146.09067,424.27936,188.52855,1.37,19.37,clone,187,405,2.9298785,1.3282777,3.1253695,3.9618835,3.0634422,23.661360000000002,42.43788000000001
000874.png,person,428.61444,148.92052,447.13086,196.36429,1.39,19.81,clone,195,446,2.5731437,1.3626548,2.6499476,3.9767525,2.6156821,18.516419999999982,47.44377
000874.png,person,448.43973,147.71007,467.98712,206.74011,1.35,19.82,clone,205,456,2.537227,1.2798574,2.509912,4.0185246,2.553281,19.547390000000007,59.030039999999985
000875.png,car,53.47713,178.54076,201.50449,291.58237,-2.57,10.46,clone,228,53,1.3569626,1.0581739,1.3075755,3.5084524,1.3253148,148.02736,113.04161000000002
000875.png,car,110.540695,164.20982,283.7724,259.19577,0.27,16.74,clone,242,110,2.2288234,1.5636058,1.692052,6.635308,1.6619983,173.231705,94.98594999999997
000875.png,car,508.42203,177.56458,563.0112,216.8262,-1.76,31.17,clone,201,537,4.2948933,3.611759,3.8460402,9.306333,3.8557389,54.589170000000024,39.26161999999999
000876.png,car,557.17645,175.51845,632.2367,240.68011,-1.57,20.14,clone,208,627,3.006476,2.1298563,2.4873807,8.681922,2.4998665,75.06025,65.16166000000001
000876.png,car,515.76184,178.80528,541.2611,217.40556,-1.48,28.35,clone,178,515,3.5615644,2.4437554,3.6467457,5.2925725,3.5625656,25.49926000000005,38.60028
000877.png,car,115.92494,182.62857,292.40814,260.6134,2.03,16.01,clone,259,205,2.2266326,1.117165,1.9238474,6.2896404,1.9186958,176.4832,77.98483000000002
000877.png,car,374.16946,188.74005,430.14453,220.10675,1.81,33.64,clone,219,401,4.1783676,2.2649963,4.169424,7.8217144,4.1985927,55.97506999999996,31.36670000000001
000877.png,car,432.99747,185.4931,467.00336,205.617,1.77,46.27,clone,204,463,6.353807,3.6790204,6.30857,8.851263,6.3508534,34.005889999999965,20.123899999999992
000877.png,truck,470.20428,163.34552,511.05014,199.58832,1.69,64.94,clone,198,491,6.939686,5.253973,6.9805813,8.190944,6.981692,40.845860000000016,36.24280000000002
000877.png,car,591.23016,180.42175,610.55756,196.2495,-1.59,67.9,clone,195,609,8.97566,8.517122,8.900656,9.772008,8.915293,19.32740000000001,15.827750000000009
000878.png,truck,0.50212,138.83266,183.4523,244.6893,2.14,25.26,clone,243,182,3.0521867,2.3793023,2.6414757,7.549944,2.6851654,182.95018000000002,105.85664
000878.png,car,382.94476,182.36049,426.5703,208.31532,1.87,44.11,clone,204,384,5.8039618,4.9752603,5.5253334,8.996034,5.522939,43.62554,25.954830000000015
000879.png,truck,583.42944,162.56723,619.16284,199.7394,-1.53,58.53,clone,178,612,7.1080475,6.6156793,6.8571043,9.680551,6.877308,35.73339999999996,37.172169999999994
000879.png,car,374.60556,183.93132,418.50565,208.69043,1.86,47.1,clone,207,417,6.069147,5.015478,5.707673,9.057565,5.762073,43.90008999999998,24.759109999999993
000879.png,car,472.8394,178.92233,497.2,197.29733,1.73,83.27,clone,196,473,7.9054627,7.031832,7.8762646,9.240413,7.845501,24.360599999999977,18.375
000880.png,car,179.99335,189.81758,249.95724,216.34406,-1.15,35.02,clone,215,179,3.7760868,2.736563,3.5359368,7.394649,3.7540553,69.96389000000002,26.52648000000002
000880.png,car,126.415405,187.88997,192.07207,209.4315,-1.09,34.91,clone,208,181,4.9930997,3.525398,4.7529488,8.014919,4.789992,65.65666499999999,21.541529999999995
000880.png,car,0.10083671,193.47916,92.89544,218.38342,2.17,22.31,clone,200,91,3.8112047,1.6136425,3.2885098,7.3956013,3.4675477,92.79460329,24.904259999999994
000881.png,car,576.1386,181.5178,605.95105,205.29639,-1.57,46.64,clone,200,602,6.8347616,6.2444687,6.6113687,9.260568,6.645757,29.812450000000013,23.77859000000001
000882.png,car,580.3577,159.62692,621.41614,201.8228,-1.56,34.27,clone,171,594,5.551195,3.9999263,4.3586693,9.510819,4.8488965,41.05844000000002,42.19587999999999
000882.png,car,896.1517,206.0239,1241.7273,370.8775,-2.27,3.21,clone,367,1170,0.6364547,0.34085637,0.5035083,1.7680087,0.5384781,345.5756,164.8536
000882.png,car,745.3748,175.2288,965.8024,329.09018,-1.82,8.38,clone,311,964,1.1511567,0.90520614,0.9728085,4.6015754,0.9927788,220.42759999999998,153.86137999999997
000882.png,car,655.11053,167.16177,713.2819,211.75108,-1.68,26.76,clone,201,677,3.5822792,3.1800003,3.3349764,8.621181,3.353576,58.17136999999991,44.58931000000001
000882.png,car,0.0032757819,190.83527,198.44063,314.1488,2.19,10.45,clone,274,0,1.4075699,1.0369012,1.3107245,2.9667745,1.3201988,198.4373542181,123.31352999999999
000882.png,car,225.58566,181.8294,355.4367,247.6952,1.98,18.1,clone,184,225,2.464183,1.941629,2.2627938,5.109834,2.2601614,129.85103999999998,65.86580000000001
000882.png,car,634.75494,168.02367,660.8053,193.41988,-1.63,51.45,clone,188,659,6.3779197,5.050198,6.2072315,8.407557,6.2073674,26.050359999999955,25.396209999999996
000883.png,car,0.8986469,192.08356,284.37946,329.48605,-2.47,8.2,clone,325,133,1.1324263,0.73129505,0.9761051,3.5532098,1.0010737,283.4808131,137.40248999999997
000883.png,car,206.14828,189.94025,406.75125,264.55408,-2.83,13.42,clone,246,206,2.1579287,1.5405267,1.7536583,6.6928134,1.7627941,200.60297000000003,74.61383000000001
000883.png,car,1100.103,176.82172,1241.9005,371.5003,-0.85,4.12,clone,370,1240,0.8160881,0.4580095,0.57300884,2.8542101,0.59827167,141.7974999999999,194.67857999999998
000883.png,car,991.3691,162.15128,1153.7084,251.9941,-2.1,13.13,clone,249,1144,2.0316455,1.6508479,1.8142353,3.8013825,1.8386738,162.33929999999998,89.84281999999999
000883.png,car,1131.0825,157.72365,1241.619,217.60724,-2.28,13.0,clone,209,1164,2.1121044,1.296746,1.6913327,3.8013825,1.540789,110.53649999999993,59.88359
000884.png,car,864.68713,172.81604,1242.1395,370.83957,-2.2,3.57,clone,307,1241,0.6949765,0.3491995,0.55884326,2.0338068,0.5632202,377.45237,198.02353
000884.png,car,452.878,185.41006,551.47235,254.62367,1.71,18.07,clone,242,492,2.7831337,2.0921912,2.2717814,8.9825735,2.3278584,98.59435000000002,69.21361000000002
000884.png,car,671.1732,183.39087,706.0558,228.92046,-1.72,25.65,clone,217,705,3.2849157,2.3744493,3.1703525,7.9343,3.1682303,34.882600000000025,45.529589999999985
000885.png,car,428.91336,182.47366,536.9608,255.72556,1.72,16.27,clone,218,437,2.3636992,1.8026751,2.0285854,6.6465077,2.0638268,108.04743999999994,73.2519
000885.png,car,692.112,189.27303,842.10565,285.708,1.35,12.14,clone,271,791,1.594958,1.3402281,1.4651561,3.5066166,1.4920533,149.99365,96.43497000000002
000885.png,car,681.78784,179.52518,749.37585,238.96436,1.38,17.72,clone,237,748,3.3841753,1.7123157,1.7463783,6.0232124,1.8808908,67.58801000000005,59.43917999999999
000885.png,car,525.5713,184.39542,563.9367,215.32083,1.61,31.5,clone,212,525,4.0474706,3.8256621,3.98495,6.141025,3.987022,38.36540000000002,30.92541
000885.png,car,644.4834,177.74954,686.7301,212.39108,-1.65,32.0,clone,211,685,4.3497524,3.964561,4.1955104,6.6646805,4.2195644,42.24670000000003,34.64153999999999
000886.png,car,273.32214,171.80965,320.20828,194.66165,2.01,49.71,clone,193,299,6.666372,6.30003,6.588663,7.721723,6.6097813,46.88614000000001,22.852000000000004
000886.png,car,315.57996,169.13849,352.0618,191.33867,-1.21,57.42,clone,190,332,6.5531597,3.8654327,6.718083,8.026696,6.6893935,36.48183999999998,22.200180000000017
000886.png,car,347.35263,169.13748,374.95596,188.9205,-1.25,64.53,clone,169,347,8.060692,6.439788,8.035913,9.189831,7.898161,27.603330000000028,19.783019999999993
000886.png,car,577.49023,174.71872,634.7578,222.65294,-1.59,23.74,clone,199,627,3.2170753,2.8435357,3.0151083,9.194471,3.024056,57.26756999999998,47.93422000000001
000887.png,truck,509.41455,134.51714,575.8137,210.2048,-1.57,36.63,clone,147,537,4.0294604,3.6153054,3.881342,7.420148,3.8951805,66.39915000000002,75.68766
000887.png,car,7.9087043,194.15541,77.9796,227.04291,2.11,34.03,clone,225,7,4.502456,3.865813,4.2442207,6.542866,4.295179,70.07089570000001,32.88750000000002
000887.png,car,87.35435,188.95349,159.80406,219.65459,2.19,40.3,clone,208,95,5.5284643,4.9107847,5.405306,6.6626596,5.4573402,72.44971,30.701100000000025
000887.png,car,150.0472,190.16992,195.878,214.70712,2.09,46.86,clone,213,150,6.3583508,5.723127,6.2928596,6.907805,6.3183784,45.83079999999998,24.537200000000013
000887.png,car,191.02629,187.1198,230.8591,210.33105,1.99,51.19,clone,209,214,6.664714,5.577853,6.764054,7.542696,6.6977944,39.83281000000002,23.211250000000007
000887.png,car,220.79623,186.77446,261.7909,208.36325,1.94,57.22,clone,207,254,7.101729,5.5808015,7.069343,8.269617,7.03522,40.99467000000001,21.58878999999999
000888.png,car,909.0515,179.56046,948.68146,208.06013,-1.57,35.16,clone,182,915,4.80822,4.3819647,4.6453156,8.117102,4.648715,39.62995999999998,28.49966999999998
000889.png,car,572.47614,154.38542,634.2544,209.46458,-1.63,26.14,clone,155,591,3.476251,3.1150234,3.2735996,8.69487,3.3064816,61.778260000000046,55.07916
000889.png,person,241.00916,159.66838,304.56793,342.30322,2.05,6.78,clone,192,253,1.3893119,0.8483965,0.9612735,7.0604115,0.9756787,63.55876999999998,182.63484
000889.png,person,167.12758,164.15404,244.9524,367.73358,2.12,6.25,clone,174,203,1.1336045,0.69586647,0.87614685,5.1297994,0.88730276,77.82482000000002,203.57954
000889.png,person,364.3996,169.85576,385.1931,225.25034,1.9,18.54,clone,224,384,2.8086607,2.0258636,2.2089236,7.854506,2.2455618,20.793499999999995,55.39457999999999
000890.png,car,652.7084,176.42523,685.2795,204.11267,-1.7,37.33,clone,199,668,5.1835537,4.7301264,4.939396,9.093283,4.9611287,32.5711,27.68744000000001
000890.png,car,732.05255,186.42575,875.32733,279.87964,-1.85,12.22,clone,226,869,1.9204416,1.306605,1.515487,8.683659,1.5396599,143.27477999999996,93.45389
000890.png,car,1144.4961,326.1238,1241.827,374.56827,-2.64,1.96,clone,337,1188,0.5593977,0.4074045,0.44462442,1.0603554,0.47767904,97.33089999999993,48.44446999999997
000890.png,car,827.0639,176.65936,927.2793,233.94589,-1.98,21.02,clone,226,869,3.4133523,2.4263031,2.6569123,6.8397107,2.63335,100.21540000000005,57.28653
000891.png,car,1060.9023,188.20654,1106.8802,220.25853,-1.54,31.15,clone,200,1101,4.067273,3.732354,3.918587,6.846773,3.926648,45.97790000000009,32.05199000000002
000892.png,person,390.05194,181.38168,442.9629,317.83478,-1.56,8.37,clone,186,412,1.2799532,1.0035814,1.1029079,3.2535183,1.1216046,52.91095999999999,136.45310000000003
000892.png,person,342.47406,176.53911,397.32977,319.003,-1.42,8.23,clone,248,356,1.1790493,1.0105215,1.1053613,1.7462338,1.1121782,54.85570999999999,142.46389
000892.png,person,729.87494,158.80304,760.67615,256.8225,1.12,14.46,clone,231,754,2.2793999,1.7195972,1.9545279,4.434963,2.0605989,30.80120999999997,98.01945999999998
000892.png,person,775.8088,164.77206,808.41486,252.17383,1.03,14.29,clone,240,783,2.1732318,1.1897478,1.8857952,5.862379,1.9023589,32.60605999999996,87.40177
000892.png,person,318.8018,171.17343,348.35068,257.04813,0.34,12.79,clone,225,347,1.6344314,1.5793765,1.63119,1.7029223,1.631152,29.548879999999997,85.87470000000002
000893.png,truck,638.86523,149.37709,707.3342,213.25348,-1.62,37.95,clone,154,697,4.1542163,3.087306,3.7855575,9.017074,3.8047037,68.46897000000001,63.87638999999999
000893.png,car,116.63923,195.26291,237.96849,244.97699,2.1,23.76,clone,236,127,2.9576898,2.4167502,2.7715268,5.441172,2.776905,121.32926,49.714079999999996
000894.png,car,427.52023,182.65506,495.2727,235.1948,1.68,23.05,clone,222,454,3.1755455,2.6107295,2.7587478,9.394092,2.7701564,67.75246999999996,52.539739999999995
000894.png,car,90.4123,189.38165,333.00525,272.39813,-3.07,14.9,clone,238,150,1.9597917,1.6927941,1.8314539,3.0945714,1.841829,242.59294999999997,83.01647999999997
000895.png,car,493.17874,182.40575,548.85034,226.76529,1.59,23.92,clone,216,506,3.266324,2.7968848,2.9499748,8.867672,2.9880083,55.671599999999955,44.35953999999998
000896.png,car,490.69742,176.12637,525.3725,203.58049,1.68,43.55,clone,201,502,5.919522,5.230099,5.564903,9.19028,5.604673,34.67507999999992,27.45411999999999
000897.png,car,584.4507,173.42894,609.50037,195.03758,-1.56,58.34,clone,184,607,7.312286,6.8324966,7.217547,9.061463,7.2344866,25.049669999999992,21.60863999999998
000897.png,truck,613.9636,159.92648,645.9563,190.30733,-1.63,76.83,clone,169,621,7.5511622,6.960227,7.4256353,9.311622,7.433748,31.992700000000013,30.38085000000001
000897.png,car,194.73093,187.33238,278.6966,224.05267,2.04,29.2,clone,223,205,4.591318,3.750991,4.2361684,7.051481,4.347288,83.96566999999999,36.720290000000006
000898.png,truck,693.2874,125.59833,820.2785,246.67181,1.72,17.9,clone,135,799,2.1692796,1.764493,2.0165029,4.745517,2.0252507,126.99109999999996,121.07347999999999
000898.png,car,555.4287,171.21112,583.03925,190.61644,-1.65,49.21,clone,184,582,6.5581636,6.0811305,6.479877,7.8438416,6.4964676,27.61054999999999,19.405320000000017
000898.png,car,1141.5842,194.70415,1171.8859,217.41441,-1.54,49.11,clone,201,1155,5.4465585,4.611342,5.265622,7.9757347,5.269785,30.301699999999983,22.710260000000005
000899.png,car,590.2735,170.15375,628.20074,204.57085,-1.57,39.67,clone,203,599,5.6238427,5.0596776,5.407611,9.302945,5.416238,37.92723999999998,34.417100000000005
000900.png,car,551.6588,178.99681,577.88214,198.90936,1.58,42.79,clone,197,564,5.1405253,5.02023,5.1095314,5.5039577,5.1226845,26.223340000000007,19.91254999999998
000901.png,car,589.0501,188.5797,626.4893,221.84933,1.58,33.61,clone,213,593,4.794108,4.083968,4.2785378,9.470688,4.325554,37.439199999999914,33.26963000000001
000902.png,person,326.34525,173.05144,357.49136,265.2249,0.36,13.73,clone,176,348,2.1033924,1.6826369,1.7913,8.155363,1.8093283,31.146109999999965,92.17345999999998
000902.png,bicycle,1198.4329,246.34138,1241.9469,302.72946,2.77,8.18,clone,301,1234,1.3544525,1.1313385,1.319777,1.8225775,1.3286629,43.513999999999896,56.38808000000003
000902.png,car,713.61206,173.96262,737.2137,191.8391,-1.59,63.77,clone,182,713,7.91687,6.8417,7.766453,9.337831,7.8283916,23.601639999999975,17.876480000000015
000902.png,car,565.31964,177.37158,603.11206,196.44287,1.81,57.3,clone,195,597,7.8744054,6.8242173,7.8005514,8.864431,7.826588,37.79241999999999,19.071290000000005
000902.png,car,512.126,177.44939,557.1432,197.6314,1.92,57.89,clone,189,536,8.107608,7.3616724,7.9071884,9.412892,8.002522,45.0172,20.18201000000002
000903.png,car,1099.5776,173.10478,1241.6611,301.38684,1.86,9.05,clone,216,1132,1.0823599,0.9184835,1.033057,2.0069103,1.0374972,142.08349999999996,128.28206
000903.png,car,886.3085,156.45808,1132.5969,262.39252,2.63,11.96,clone,216,1131,1.4894209,1.0502748,1.460795,2.9308882,1.4677453,246.28840000000002,105.93444
000903.png,car,2.028042,189.2183,315.0767,370.81177,2.0,7.15,clone,253,2,1.2098482,0.53524846,0.8953416,8.286477,0.89947784,313.048658,181.59347000000002
000903.png,car,286.39417,186.20628,407.973,285.4978,1.86,12.84,clone,274,286,1.9214113,1.32092,1.6229527,8.456296,1.6188505,121.57883000000004,99.29151999999999
