filename,class,xmin,ymin,xmax,ymax,angle,zloc,weather,depth_y,depth_mean,depth_x,depth_min
002171.png,car,1147.6871,189.6216,1202.0382,222.53955,0.89,24.48,clone,206,4.06343,1147,3.6424086
002171.png,person,343.90634,161.43468,356.95102,198.33635,-1.34,42.91,clone,195,5.119621,343,3.9872088
002171.png,person,308.74918,168.45813,340.0031,244.59602,-1.68,16.28,clone,193,2.4017224,311,1.8697883
002171.png,person,394.78122,162.43423,425.16968,244.4672,-2.22,16.2,clone,218,2.4985566,407,1.9503764
002171.png,car,602.947,173.02359,636.7512,206.881,-1.63,37.69,clone,205,5.1651516,624,4.3183985
002171.png,person,291.36633,158.79117,306.9579,200.57262,1.89,31.1,clone,179,4.368969,304,3.5189116
002171.png,person,220.2664,168.09923,234.08173,197.18565,-2.68,30.92,clone,196,5.0797276,225,4.7987933
002172.png,car,719.45654,162.6261,756.4226,199.44565,-1.5,43.24,clone,198,5.5072017,755,5.03718
002172.png,car,645.87634,171.85085,687.45245,201.75299,-1.36,42.52,clone,196,5.170831,645,3.782151
002172.png,car,0.40516979,191.31195,198.40518,262.6964,2.4,15.95,clone,261,2.4895008,193,1.723882
002172.png,car,386.8165,184.4865,577.3971,280.55527,-1.06,12.31,clone,259,1.9579933,443,1.3679152
002172.png,car,485.89862,172.00621,510.92432,187.68997,1.86,43.74,clone,186,7.911406,491,6.394751
002173.png,car,572.6597,177.69803,614.63184,216.40123,-1.57,30.82,clone,205,4.494349,580,4.1066494
002173.png,car,0.807089,202.18889,224.49318,371.8526,-0.9,6.22,clone,370,0.8911071,0,0.63222677
002173.png,car,264.00577,189.60706,316.46313,235.35385,-1.18,21.26,clone,234,2.557754,315,1.6578166
002173.png,car,512.30133,176.74734,536.7755,210.8765,-1.47,45.56,clone,199,5.423041,512,4.2911506
002173.png,car,54.90545,188.56818,99.5283,203.55356,-0.96,16.61,clone,202,1.9786086,54,0.96583325
002174.png,car,553.668,173.63728,583.75073,191.45876,-1.67,70.05,clone,190,9.051328,553,6.2804074
002175.png,car,1054.5862,187.8919,1154.0399,228.73746,0.89,24.5,clone,191,3.6215372,1153,0.90054816
002175.png,car,964.2931,187.75603,1064.0009,223.86737,-2.16,24.23,clone,193,4.082567,991,1.6581728
002175.png,car,596.5406,175.30934,631.4314,205.03519,-1.64,36.84,clone,198,5.1808934,624,4.3998632
002175.png,person,1126.9606,153.90027,1213.673,339.5048,0.05,6.95,clone,179,1.5130526,1164,0.84042037
002175.png,person,720.2415,156.56482,771.07526,290.87805,0.7,9.61,clone,247,2.0124657,760,1.2255193
002175.png,person,251.33134,157.48381,280.32755,243.60535,1.26,18.44,clone,199,2.1927664,252,1.7949939
002175.png,person,321.44772,165.5327,343.25735,238.48517,1.29,18.96,clone,235,2.4379756,338,2.0202737
002175.png,person,338.12476,168.68927,354.61124,230.26392,1.6,18.25,clone,218,2.4664173,338,2.0275118
002175.png,person,363.67264,161.56296,398.3108,251.20044,1.3,14.41,clone,250,2.2757921,386,1.8027179
002175.png,person,420.42316,162.67992,450.44772,248.59433,1.08,15.27,clone,247,2.8644478,445,1.8979623
002175.png,person,289.41595,161.14561,316.33603,242.71854,1.18,15.79,clone,241,2.2092693,304,1.9812679
002176.png,car,599.7437,171.30626,624.6214,192.57164,-1.58,48.54,clone,175,6.603773,612,6.0797267
002176.png,car,716.48224,180.94147,865.853,278.80627,-1.83,12.1,clone,215,1.5760357,856,1.250463
002176.png,car,662.19836,175.6625,708.5151,213.52614,-1.66,27.43,clone,210,3.4434164,707,2.0592484
002176.png,car,692.7896,175.01923,772.11664,243.77911,-1.72,17.19,clone,225,1.9557377,771,1.3920515
002176.png,car,289.82623,187.86818,372.553,220.6259,0.31,32.23,clone,219,3.7330618,294,2.4169993
002176.png,car,164.45699,185.56429,259.37006,218.9349,0.51,32.28,clone,213,3.4923797,224,1.5321012
002176.png,car,32.105972,191.18318,132.18353,223.97002,0.69,32.4,clone,191,3.676708,32,2.609299
002176.png,car,648.3885,173.51776,671.608,198.79878,-1.66,45.88,clone,197,5.648846,670,3.675032
002176.png,person,1109.6326,131.05672,1231.5239,326.38702,-2.2,5.25,clone,285,0.668617,1120,0.35452017
002177.png,car,0.5788603,208.03705,271.33987,370.53787,2.21,8.38,clone,369,1.0468875,2,0.7127041
002177.png,car,1024.9512,293.06888,1241.9023,372.65982,-2.47,2.31,clone,371,0.6394926,1240,0.41431606
002177.png,car,786.9529,181.03723,1094.5287,343.98788,-1.94,7.93,clone,342,1.0124195,1093,0.51530856
002177.png,car,242.31987,193.18256,384.9521,278.12485,1.96,14.1,clone,264,1.8543563,242,1.1888121
002177.png,car,701.77954,183.50389,793.3337,244.17769,1.33,17.69,clone,236,2.2484229,792,1.671558
002177.png,car,394.58984,187.35793,477.5984,233.91232,1.89,23.26,clone,226,2.8300374,399,2.4441745
002177.png,car,676.5541,178.788,718.94275,227.2312,-1.77,23.54,clone,226,2.966596,717,2.2247674
002177.png,car,483.88043,176.60164,524.2272,207.86742,1.7,38.24,clone,176,5.0878725,483,4.214609
002177.png,car,657.59686,177.07448,702.7565,215.22961,-1.73,32.07,clone,214,3.71558,701,2.679697
002177.png,car,533.1922,173.71631,567.36615,198.26268,-2.64,62.79,clone,197,7.2901855,533,5.6975546
002178.png,person,423.33264,153.71126,487.54318,324.54907,-2.9,7.51,clone,218,1.2239128,465,0.87573665
002179.png,car,654.4768,188.56252,731.94824,243.4883,-1.72,20.47,clone,223,3.010277,679,2.5415785
002180.png,person,957.9656,156.63765,1036.1395,373.51016,0.13,4.64,clone,294,0.8640103,1021,0.566588
002180.png,person,539.97614,177.67795,555.50604,222.48624,-2.04,25.09,clone,185,3.4854429,553,3.1157875
002180.png,person,524.4406,176.07326,539.6797,222.50917,-1.98,24.82,clone,210,3.7899833,536,3.1625633
002181.png,car,581.55145,171.6113,655.32153,234.68663,-1.58,19.66,clone,192,3.4646103,646,2.314884
002181.png,car,219.89423,166.23566,423.00494,279.00244,-2.03,11.69,clone,278,1.8605497,220,0.9871614
002181.png,car,389.9836,175.4593,465.73907,246.06134,-2.23,17.99,clone,216,1.9202372,392,1.3713834
002181.png,car,457.2917,168.59694,539.5432,218.58,-2.17,25.32,clone,200,3.0048008,457,1.974098
002181.png,car,520.748,167.9315,570.88696,195.83139,-2.34,38.65,clone,194,4.9551663,520,3.2329779
002181.png,car,707.6636,176.82101,787.1702,234.7378,-1.75,20.28,clone,222,2.640484,786,1.3867213
002181.png,car,689.4249,166.59552,748.6232,218.23045,-1.72,27.78,clone,211,3.530085,747,2.4272792
002181.png,person,670.34,164.36371,688.5206,212.92253,-1.2,27.97,clone,194,4.4946055,687,3.681356
002181.png,car,221.88008,177.69269,267.71982,205.75565,2.07,30.53,clone,193,3.1188295,259,1.4500849
002182.png,car,557.53265,179.17766,609.6332,223.7797,-1.57,28.05,clone,206,4.007995,591,3.4486709
002182.png,car,0.09319215,179.6604,200.675,310.61102,-0.93,10.08,clone,215,1.5028011,0,1.0148374
002182.png,car,341.51016,176.51933,494.1451,280.9578,-1.33,13.07,clone,231,1.9322369,391,1.3801819
002182.png,car,265.20004,186.04527,355.39636,242.76343,-1.2,20.48,clone,225,2.3580348,348,1.3974086
002182.png,car,120.64014,184.723,232.28148,232.43018,-1.04,21.13,clone,229,2.5254893,120,1.2664506
002182.png,car,470.44986,182.9916,523.49084,221.99554,-1.42,26.82,clone,220,3.1352954,470,1.6615018
002182.png,car,514.36694,182.235,546.9699,210.81184,-1.47,38.96,clone,203,4.5623965,514,3.2685351
002182.png,car,238.47209,185.69437,298.18274,222.57487,-1.16,28.08,clone,215,3.0482078,296,2.3255436
002183.png,car,370.56067,176.04086,491.0799,257.8843,1.75,14.67,clone,179,2.0188215,463,1.6263083
002183.png,car,679.473,184.85207,799.3362,261.4104,1.37,15.17,clone,251,2.1639822,777,1.7433847
002183.png,car,478.76532,175.98433,532.112,222.18047,1.69,23.75,clone,218,3.136764,478,1.9248064
002183.png,car,655.3939,183.89964,701.3496,224.23581,-1.68,24.09,clone,223,3.2535217,700,1.9597276
002183.png,car,635.55865,178.96156,670.91327,208.2074,1.5,34.67,clone,207,4.936301,669,3.0073593
002183.png,car,520.8478,177.0293,551.7356,208.0744,1.64,35.18,clone,207,4.2559137,520,2.9434547
002184.png,car,-0.052878663,273.8443,25.703302,330.68082,0.88,7.82,clone,297,1.0390183,0,0.9459188
002184.png,car,486.02188,174.91737,575.18604,198.37149,-2.99,52.08,clone,179,6.875308,493,5.0979133
002185.png,car,618.8464,179.2586,651.0961,201.30476,-1.64,45.39,clone,186,6.2785296,646,5.651782
002185.png,car,442.75406,178.56532,502.02948,201.07019,0.1,41.66,clone,200,4.3168597,442,3.0276527
002185.png,car,322.26013,180.93497,431.13736,205.12668,-2.86,19.38,clone,204,2.217319,365,1.0110154
002185.png,car,125.70028,184.48944,332.03235,254.5082,-2.77,14.53,clone,253,1.9124402,324,0.91689247
002185.png,car,681.0371,176.80376,851.75134,290.6007,-1.83,11.64,clone,230,1.7669599,793,1.237668
002185.png,car,187.85976,184.07999,454.4265,360.81027,1.91,7.72,clone,320,1.201381,291,0.8020558
002185.png,truck,603.9489,161.13226,636.82367,190.58049,-1.61,61.56,clone,189,8.106139,632,5.7403593
002186.png,car,533.40564,181.1089,569.88226,211.50105,1.65,37.13,clone,199,5.186971,561,4.6398497
002187.png,car,0.47054663,206.3963,290.69086,371.95355,2.17,7.03,clone,370,0.90990186,2,0.62231004
002187.png,car,1137.3462,326.34042,1241.8555,373.98895,-2.56,2.13,clone,371,0.5415929,1240,0.38457677
002187.png,car,259.0384,193.76083,420.853,283.2771,1.93,12.6,clone,271,1.6171888,259,0.99411666
002187.png,car,829.8367,187.14928,1150.444,355.3992,-1.98,7.6,clone,271,0.98243153,1083,0.75429577
002187.png,car,388.72897,188.13506,470.30814,247.89919,1.86,18.04,clone,234,2.3499076,388,1.6151001
002187.png,car,743.19824,180.85004,889.51263,273.21674,-1.85,12.83,clone,251,1.6368427,888,0.9933624
002187.png,car,492.4343,177.12238,542.0993,211.1082,1.75,33.81,clone,200,4.755271,498,3.8814719
002187.png,car,715.2681,179.57259,790.15594,237.80492,-1.76,17.85,clone,236,2.1704228,789,1.5183177
002187.png,car,693.54266,174.84389,735.1144,214.93298,-1.71,28.95,clone,213,3.5808198,734,2.275812
002188.png,car,384.27258,183.48546,425.8479,206.52571,1.84,49.32,clone,205,6.3239546,417,5.3316545
002188.png,truck,232.39618,148.75165,382.25897,215.9778,1.98,45.74,clone,169,4.909308,246,4.1662836
002189.png,person,484.78418,174.57024,505.51038,236.33261,-1.6,19.7,clone,199,2.853279,491,2.48918
002189.png,person,409.59332,167.83577,445.1618,267.62222,1.69,13.03,clone,176,1.8132906,428,1.5867249
002189.png,person,454.6711,171.384,481.12573,242.78764,1.4,16.11,clone,192,2.3110886,468,2.080822
002189.png,person,705.6992,168.70757,725.96436,228.89647,1.4,21.27,clone,192,2.8807397,718,2.6818287
002189.png,person,717.8757,167.00589,743.5305,230.66101,1.34,21.4,clone,178,2.8086655,738,2.6345322
002190.png,car,687.25104,171.98146,725.2626,194.42097,-1.94,55.25,clone,186,7.980794,698,7.1360617
002191.png,car,0.60900855,201.18877,269.6105,304.01,0.58,11.65,clone,303,1.6103963,268,1.2884527
002191.png,car,468.41083,181.32954,526.5194,204.11772,-2.98,46.57,clone,203,5.852564,470,3.8410242
002192.png,car,464.18524,182.00021,517.9188,221.63474,1.71,29.64,clone,217,4.261173,473,3.7576895
002193.png,car,34.209805,217.67244,434.43085,372.14496,1.99,6.5,clone,371,0.9545406,199,0.5536237
002193.png,car,849.28784,247.82127,1241.5137,371.17004,-2.25,2.88,clone,315,0.6994345,1236,0.34159178
002193.png,car,505.111,184.77693,559.66034,222.94852,1.65,27.69,clone,203,4.2435503,513,3.2765846
002193.png,car,640.7411,178.94589,688.58954,213.26964,-1.65,33.26,clone,193,5.0129185,686,4.0396004
002193.png,car,555.64325,186.75117,575.66516,207.6843,-1.54,46.18,clone,206,5.809588,555,3.78031
002194.png,car,581.5185,179.94312,643.54535,226.747,-1.57,23.9,clone,199,4.1476893,638,2.916425
002194.png,car,19.981575,180.76605,290.69598,352.6664,-1.85,7.62,clone,351,1.0797735,19,0.7386811
002194.png,car,230.55548,182.76836,402.59244,287.63535,-2.0,10.63,clone,252,1.3541449,230,0.8707317
002194.png,car,379.73358,180.70164,501.4946,237.40936,-2.19,18.32,clone,224,2.2133405,379,1.2883354
002194.png,car,434.30798,178.52142,508.0523,218.11473,-2.2,28.93,clone,195,2.539083,462,1.6849147
002194.png,car,891.90015,154.17567,1241.7489,371.40506,-2.15,5.95,clone,300,1.060391,1207,0.5639281
002194.png,person,731.91144,176.1181,757.83154,239.2563,-1.76,19.36,clone,191,3.3585315,737,2.1689386
002194.png,car,886.4062,175.9127,991.0044,251.29498,-0.63,18.01,clone,191,1.8479794,990,0.74750173
002194.png,car,-0.092152186,183.52818,152.19728,283.04095,2.16,11.54,clone,244,1.2376153,122,0.7990934
002194.png,car,207.44783,171.52948,290.9966,191.59755,2.03,28.29,clone,190,3.4842181,273,1.3199198
002195.png,car,476.83557,174.41554,551.07385,229.68726,-1.4,20.4,clone,179,2.9660738,494,2.1668713
002195.png,car,533.0121,174.3886,569.0476,207.40521,-1.48,31.04,clone,206,3.6642582,533,2.5016954
002195.png,car,601.52234,171.13036,640.6557,203.0846,-1.55,34.19,clone,196,4.472997,604,4.1162257
002195.png,car,567.5474,168.82767,593.6175,191.55794,-1.5,44.53,clone,190,5.798491,567,4.3499384
002196.png,car,368.41608,185.32964,412.21716,215.4922,1.64,38.61,clone,206,5.215211,380,4.7625637
002197.png,car,758.0025,168.67584,812.8533,212.20343,-1.62,27.66,clone,175,4.0031543,804,3.1713932
002198.png,car,311.24936,182.0826,425.27557,222.49358,-2.85,25.63,clone,196,3.1562204,407,2.6927915
002198.png,car,405.7614,178.00305,458.66116,213.83813,-2.88,31.04,clone,196,3.5025873,407,2.6927915
002199.png,car,539.6305,196.17174,673.608,282.24844,1.9,14.03,clone,281,1.835285,539,0.88980687
002199.png,car,45.759895,205.12593,562.2456,371.25992,2.45,5.94,clone,370,0.88117373,139,0.5808067
002199.png,car,658.15247,194.8891,721.0204,251.26404,1.82,19.26,clone,236,2.5812356,658,1.9109335
002199.png,car,706.878,193.54083,753.0765,233.81487,1.76,26.44,clone,232,3.4918604,706,2.5589795
002199.png,car,756.6539,194.83882,786.49524,216.22661,1.61,39.34,clone,205,5.188881,763,4.8639936
002200.png,car,0.5172126,232.89397,238.87146,371.43466,2.33,3.73,clone,370,0.6927277,28,0.40290436
002200.png,car,901.41284,187.92992,1241.5986,370.5995,-2.17,4.13,clone,351,0.7771226,1229,0.38528425
002200.png,car,650.07153,170.38896,720.9448,217.67859,-1.86,25.56,clone,191,3.4872875,677,2.9863412
002200.png,car,589.36774,172.2383,630.73553,200.54984,-1.94,40.29,clone,177,5.436489,603,4.685931
002200.png,car,817.2498,174.40672,980.4923,237.38902,3.02,17.9,clone,188,2.1943548,934,1.0252671
002200.png,car,1021.1364,169.61882,1208.656,215.54129,2.73,16.95,clone,214,1.6346054,1079,0.5483445
002200.png,car,542.98737,171.43611,595.93567,193.23735,2.47,55.53,clone,192,7.243145,594,4.9858017
002201.png,car,564.2576,172.68863,630.17834,231.34142,-1.57,22.56,clone,215,3.2615728,611,2.6366813
002201.png,car,0.77157444,230.74484,236.52196,372.32574,-0.84,3.76,clone,329,0.809779,0,0.4450881
002201.png,car,0.17868224,192.66864,169.29842,276.92966,-0.93,9.71,clone,275,1.5136915,0,0.49135447
002201.png,car,291.92398,183.33247,344.11832,232.47675,-1.22,21.76,clone,193,2.734293,343,1.9678924
002201.png,car,535.5735,175.01396,553.886,208.94089,-1.51,36.81,clone,175,4.2031775,535,3.3093019
002202.png,car,584.1567,180.06345,616.79376,207.71715,-1.59,37.96,clone,206,5.1585774,588,4.732735
002202.png,car,531.01807,178.83336,558.8643,202.65236,-1.52,45.75,clone,197,6.201437,545,5.7187233
002202.png,car,149.03983,176.62857,240.56468,218.7601,2.07,28.1,clone,205,4.372652,153,3.4042397
002203.png,car,462.3876,168.69934,561.50604,197.82321,-2.97,44.35,clone,168,6.596939,462,4.45717
002204.png,car,537.54767,173.29147,557.36145,188.82373,1.59,79.72,clone,184,9.2957115,541,8.964598
002205.png,car,587.70435,172.13068,634.91077,216.96277,-1.59,27.47,clone,184,4.2713428,629,3.427799
002205.png,car,1154.1622,190.60812,1242.0306,372.8073,-1.52,4.33,clone,371,0.84183234,1241,0.41410446
002205.png,car,880.3395,175.19182,1162.9459,335.02966,-1.23,7.96,clone,327,1.1032397,1154,0.5163325
002205.png,car,441.05206,182.47844,484.15408,212.38382,1.77,36.64,clone,211,4.4148107,483,2.5129712
002205.png,car,-0.032562338,251.99121,32.232098,370.53085,2.36,5.67,clone,253,0.8736656,0,0.6987469
002205.png,car,710.2141,174.12141,851.70166,237.795,-0.95,18.76,clone,197,2.757124,765,2.3463426
002205.png,car,668.96295,171.9737,728.68567,216.88762,-0.94,25.43,clone,215,3.8080916,727,2.43023
002205.png,car,493.70868,178.20099,516.601,194.60818,1.76,75.49,clone,193,8.482682,493,7.815244
002205.png,car,386.53674,182.83698,412.31223,201.26384,1.83,53.68,clone,198,6.063242,411,5.1502414
002206.png,person,625.4511,164.8901,665.4223,286.32254,-1.62,9.93,clone,172,2.060892,650,1.2569795
002206.png,person,681.2044,162.71413,731.13715,282.77667,-1.75,10.18,clone,252,1.8138252,721,1.3529186
002206.png,person,290.80588,160.86948,342.08624,297.5479,-1.32,9.53,clone,259,1.6823072,306,1.2489572
002206.png,person,725.4529,165.42918,743.32794,214.31602,-1.55,20.22,clone,212,2.547042,725,1.3736591
002207.png,car,1128.1653,172.33087,1241.5818,268.1962,-1.18,12.92,clone,239,2.0451314,1240,1.4907074
002207.png,car,566.83264,158.42969,764.32983,240.86336,2.68,17.27,clone,239,2.626576,570,1.9501017
002207.png,car,982.99036,172.49803,1117.7275,226.19044,2.21,22.15,clone,225,3.2903967,1043,2.440714
002208.png,car,427.24832,173.0163,512.476,203.86317,-2.94,37.83,clone,191,5.0867577,427,4.159008
002209.png,car,62.769226,215.71886,241.54756,327.79495,1.88,10.67,clone,326,1.3581371,62,0.7599892
002209.png,car,525.1373,188.31642,588.1428,227.40479,-1.69,26.53,clone,217,3.6640701,575,3.1686757
002209.png,car,719.3973,172.37486,830.50543,210.84181,-2.88,27.23,clone,205,2.9677691,719,1.2211784
002209.png,car,514.9251,186.65031,560.36725,221.67975,-1.67,32.28,clone,219,4.047972,551,3.1774087
002209.png,car,349.03082,188.90254,393.47464,221.55876,1.74,39.93,clone,207,5.278212,352,4.2655478
002209.png,car,663.27905,179.91109,747.4898,199.69637,-2.82,33.31,clone,198,4.3470583,738,3.0051467
002209.png,car,501.22684,182.28871,528.2765,205.5478,-1.58,60.66,clone,204,6.829582,527,3.7506442
002209.png,car,638.0997,196.2653,812.4927,297.828,-1.93,11.59,clone,204,1.5927848,713,1.153104
002210.png,car,534.6023,180.33629,557.5327,195.7041,1.64,60.57,clone,185,8.013288,556,7.0897284
002210.png,car,964.6414,196.11195,1046.0197,222.69348,2.6,42.05,clone,221,5.6247315,964,3.979127
002210.png,car,557.3914,179.78203,611.89667,229.89561,-1.55,24.43,clone,209,3.646695,560,3.0285072
002210.png,car,328.63895,183.12332,351.55966,202.36246,2.09,40.46,clone,200,4.348483,329,0.8664484
002210.png,car,1038.1544,195.06615,1085.0616,220.79364,-0.65,42.61,clone,219,5.2306237,1084,2.9217668
002211.png,car,0.69905555,227.22667,243.33195,371.58685,2.26,4.3,clone,332,0.7310892,0,0.47385263
002211.png,car,406.95032,187.30075,489.2603,245.09427,1.79,18.11,clone,234,2.4088058,435,2.124181
002211.png,car,513.5276,182.17793,584.9519,239.38333,1.66,20.32,clone,227,2.6619115,554,2.3665242
002212.png,car,591.4595,174.82022,636.25916,214.28275,-1.58,30.16,clone,204,4.7797766,623,3.83518
002212.png,car,0.15541457,194.81192,106.63249,283.1505,2.3,12.46,clone,242,1.6669093,0,1.4542441
002212.png,car,100.672195,180.27228,257.21555,259.35913,2.09,18.0,clone,256,2.225032,100,1.6859624
002212.png,car,766.6621,171.2781,927.3019,259.8157,-1.07,13.94,clone,215,1.9941881,830,1.6619567
002212.png,car,734.3529,175.63704,801.5868,241.74004,-1.03,20.9,clone,229,2.092818,800,1.7125168
002212.png,car,687.6552,175.8822,756.8723,227.1992,-0.98,24.3,clone,226,2.8013139,755,2.1015072
002212.png,car,677.1808,175.85645,741.52057,222.56398,-0.84,31.54,clone,221,3.1059713,740,2.180275
002212.png,car,532.9672,179.8379,552.4513,192.77246,1.69,71.97,clone,184,7.3097644,534,3.293904
002212.png,car,648.4472,176.85571,674.08105,200.34091,-0.86,56.05,clone,199,7.1461062,673,4.2936563
002212.png,car,482.09146,179.2931,510.51215,193.56865,1.73,76.68,clone,179,8.297995,491,7.6150947
002213.png,car,650.8128,171.6027,683.4944,202.4341,-1.71,42.74,clone,185,6.3354454,658,5.219707
002214.png,car,153.03815,196.28311,419.1032,349.30103,-1.19,8.16,clone,293,1.2839196,159,0.81822115
002214.png,car,511.311,170.31233,587.15466,237.40262,-1.54,19.54,clone,194,2.6133564,572,2.189406
002214.png,car,498.36227,170.32039,532.6712,215.14093,-1.45,26.73,clone,214,3.3420231,531,2.2391346
002214.png,car,0.107494384,198.27063,170.62393,328.6652,2.21,9.42,clone,293,1.2799165,159,0.81822115
002214.png,car,467.52228,155.81798,516.53564,202.38953,1.75,45.46,clone,201,5.6039248,515,2.55657
002214.png,car,584.1426,171.08818,623.2852,206.02425,-1.57,31.56,clone,205,4.2306433,584,3.0332072
002215.png,car,1130.0468,178.74623,1241.6117,267.7988,-1.29,14.0,clone,228,2.1631756,1240,1.5632893
002215.png,car,811.2608,176.40427,949.18567,238.51915,2.22,20.24,clone,237,3.180461,811,2.0622025
002215.png,car,1025.6503,179.48605,1135.5039,225.37355,2.02,26.03,clone,224,4.4289417,1134,2.7860477
002216.png,car,-0.034330934,167.19128,161.06319,350.2371,0.73,7.27,clone,275,0.9273301,0,0.70508885
002216.png,car,1029.7936,200.74962,1241.9742,371.17786,2.32,5.82,clone,370,0.799764,1207,0.5544692
002216.png,car,865.626,193.10463,1165.5944,326.39767,-0.62,8.73,clone,318,1.0482497,1164,0.6094231
002216.png,car,219.47359,185.14658,415.59152,223.20091,-2.8,18.43,clone,222,2.5009272,293,1.7070017
002216.png,car,629.6367,182.48721,695.1411,227.60506,-1.71,24.29,clone,202,3.3578289,693,2.8350656
002216.png,car,444.50742,181.22551,491.37582,214.21368,0.27,35.56,clone,209,4.0996,444,1.8103806
002216.png,car,609.77155,176.3884,649.7149,205.63115,-1.62,39.35,clone,204,5.1244626,647,2.9249675
002217.png,car,578.8333,175.1736,642.9499,234.88959,-1.55,20.85,clone,184,3.162019,588,2.476088
002217.png,train,704.4749,-0.09259209,1240.3892,362.15482,1.01,10.63,clone,22,1.4838468,1136,0.59635955
002218.png,car,212.93507,196.00795,418.71503,341.0116,-1.24,9.39,clone,232,1.1705449,229,0.94985306
002218.png,car,394.7352,180.97108,498.16855,262.32852,1.78,16.03,clone,258,2.1035006,394,1.2456144
002218.png,car,487.02753,177.53825,533.46893,214.67563,1.69,32.68,clone,212,3.697393,487,1.9763644
002218.png,car,506.50174,172.9159,536.9511,193.93477,1.67,41.24,clone,192,4.2592735,516,3.514741
002219.png,car,0.09272823,271.5737,58.524258,373.33847,2.46,3.58,clone,372,0.68534535,0,0.5014335
002219.png,car,4.4976854,204.26453,336.85965,359.02905,2.07,8.85,clone,335,1.0849575,4,0.59503585
002219.png,car,941.58167,212.23491,1242.1309,371.10162,-2.3,3.72,clone,362,0.7028098,1241,0.4235469
002219.png,car,434.54608,179.51718,500.9876,225.05585,1.77,24.62,clone,217,3.4017365,464,2.8915544
002219.png,car,789.97156,188.06738,1042.0155,327.8242,-1.93,8.74,clone,308,1.0585142,1041,0.58806515
002219.png,car,741.3677,181.15935,850.2054,262.32724,-1.81,14.26,clone,261,1.6168007,849,1.0353212
002219.png,car,717.9896,178.22255,769.3135,235.97034,-1.77,19.85,clone,228,2.3639567,768,1.6783069
002219.png,car,487.23193,177.88931,523.0788,215.31775,1.78,29.31,clone,214,3.934621,487,3.0449317
002219.png,car,701.2157,177.27344,753.0113,228.57683,-1.72,25.35,clone,227,2.943688,752,1.9091097
002220.png,car,607.3493,171.66216,627.6985,188.9269,1.66,68.89,clone,187,9.252281,608,8.624634
002221.png,car,613.23816,173.76958,635.8286,192.58417,-1.6,51.72,clone,188,7.0026307,620,6.7673054
002221.png,car,695.34735,169.96541,795.2512,247.14445,-1.74,17.19,clone,246,2.3840811,794,1.4512374
002221.png,car,668.64954,177.63971,708.5586,215.04391,-1.66,28.79,clone,209,3.7633152,707,2.2493932
002222.png,car,536.03467,174.20464,558.161,189.21326,1.61,74.29,clone,183,8.979544,540,8.605601
002223.png,car,648.916,170.42343,720.7727,235.68024,-1.57,19.14,clone,175,2.76894,662,2.2251391
002223.png,car,1069.0099,173.82391,1241.5416,371.707,-1.43,5.1,clone,284,0.97708416,1239,0.54187155
002223.png,car,467.09225,171.48718,549.3405,225.48055,1.89,24.35,clone,202,3.4019244,511,2.8570764
002223.png,car,78.781746,182.88443,290.6448,267.1392,2.26,15.58,clone,246,2.11032,131,1.6797148
002223.png,car,399.56146,177.86021,481.50467,219.32434,2.07,28.25,clone,216,3.9921007,480,2.8826375
002223.png,car,747.9053,164.30098,800.5338,193.55295,-0.83,43.2,clone,170,6.719661,759,4.6169333
002223.png,car,0.21181077,189.85432,101.716896,249.08739,2.44,14.82,clone,238,2.1689072,98,1.6804826
002224.png,car,579.03345,177.01244,592.6144,191.2528,-1.6,73.11,clone,190,9.437823,580,8.812278
002224.png,car,300.44727,189.61731,397.787,236.85155,1.94,22.66,clone,212,3.1101856,339,2.6833255
002224.png,car,457.2686,179.07767,492.5889,204.80537,1.71,44.18,clone,199,5.7691383,472,5.4540434
002225.png,car,794.5838,205.75151,1044.4238,334.60675,-1.9,9.28,clone,316,1.1541812,980,0.9015492
002225.png,car,743.30066,192.02454,858.257,269.71832,-1.78,14.96,clone,251,1.8512517,857,1.038428
002225.png,car,456.36188,188.67282,527.0671,240.25134,1.81,25.06,clone,233,3.315601,463,2.669263
002225.png,car,1060.9922,184.93216,1241.9373,238.80713,-3.13,14.23,clone,233,1.911652,1238,1.3815708
002225.png,car,510.26364,187.29758,546.62494,226.5857,1.75,30.22,clone,223,3.7807724,510,2.824518
002225.png,car,689.56384,180.44086,726.5326,210.99577,-1.6,43.78,clone,201,5.749698,720,4.998707
002225.png,car,539.86755,190.1806,565.6436,220.71182,1.74,40.07,clone,205,4.306418,539,3.6854153
002225.png,car,258.156,202.96194,316.57214,229.92043,0.4,30.0,clone,219,2.7060497,268,2.257241
002226.png,person,953.63477,154.85472,1003.9991,294.84296,2.63,9.0,clone,282,1.1904616,1002,0.7585209
002227.png,car,83.02297,190.21156,315.71426,260.42468,-2.65,15.05,clone,190,2.0578964,239,1.5890293
002227.png,car,250.86426,184.98131,367.12842,243.9153,-2.72,17.71,clone,193,2.3385544,250,1.7188284
002227.png,car,358.93036,174.21762,460.59848,218.77863,-2.85,29.33,clone,217,3.7319088,358,2.5978184
002227.png,car,455.34018,176.98279,526.0702,204.18463,0.15,47.93,clone,200,5.345472,455,3.5656953
002227.png,bicycle,777.7014,180.07475,797.15045,203.8689,-1.82,32.79,clone,202,5.4200916,791,4.5014205
002228.png,car,566.8423,183.92278,623.6362,228.7568,-1.58,23.73,clone,227,3.229683,618,2.881012
