filename,class,truncated,occluded,observation angle,xmin,ymin,xmax,ymax,height,width,length,xloc,yloc,zloc,rot_y,depth_y,depth_min,depth_mean,depth_x,depth_median,depth_max,depth_mean_trim
001676.png,car,0.04,0,-1.97,842.71,187.88,1218.7,374.0,186.12,375.99,4.1,3.87,1.64,7.64,-1.52,369,0.7447896,1.0266167,1217,0.8346222,6.519781,0.87725884
007302.png,truck,0.0,3,1.73,444.52,156.15,489.86,196.98,40.829999999999984,45.34000000000003,8.79,-13.07,2.12,66.74,1.54,195,6.513011,7.237475,488,7.1565523,8.599297,7.174289
001538.png,car,0.0,0,-1.59,570.93,170.72,591.29,198.32,27.599999999999994,20.360000000000014,5.2,-2.53,2.12,62.09,-1.63,197,6.784621,7.7946086,570,7.8106003,8.417613,7.808634
007107.png,car,0.0,0,-1.26,841.48,169.64,1114.85,338.69,169.05,273.3699999999999,4.16,4.42,1.47,8.4,-0.79,175,0.8895197,1.185652,972,0.99309903,5.7081532,1.0004845
003378.png,car,0.0,0,1.7,371.45,188.4,424.85,233.38,44.97999999999999,53.400000000000034,4.0,-9.24,2.49,31.62,1.42,232,3.4522007,3.9673493,423,3.6906636,8.138927,3.7180276
007097.png,car,0.0,0,-1.56,601.2,169.86,640.92,206.07,36.20999999999998,39.719999999999914,4.38,0.92,1.03,32.75,-1.53,194,3.9443653,4.4840374,612,4.169005,9.251307,4.200639
000667.png,car,0.0,0,-1.64,624.75,167.73,657.55,199.56,31.830000000000013,32.799999999999955,4.41,1.97,1.68,47.26,-1.6,180,5.598438,6.0239916,643,5.900922,7.547748,5.9427786
001137.png,car,0.0,0,2.25,120.62,186.63,420.87,306.75,120.12,300.25,4.53,-4.93,1.67,11.24,1.85,266,1.1236354,1.4551017,216,1.3290818,3.4608724,1.3392473
003137.png,car,0.0,0,-1.64,650.33,173.35,694.38,209.83,36.48000000000002,44.049999999999955,3.84,2.95,1.07,33.76,-1.56,175,4.2027283,4.773485,683,4.4556723,9.324309,4.4739437
001725.png,person,0.0,1,2.01,665.58,156.72,680.83,197.01,40.28999999999999,15.25,0.84,3.12,0.74,32.14,2.11,196,3.4739492,4.493491,665,4.479809,5.268134,4.4805894
007213.png,car,0.0,0,1.85,332.05,185.25,411.35,231.08,45.83000000000001,79.30000000000001,4.07,-8.65,1.98,26.41,1.54,230,2.9445598,3.5914826,393,3.1864696,9.074641,3.2181468
004351.png,bicycle,0.0,0,-2.03,912.17,188.39,944.35,237.34,48.95000000000002,32.180000000000064,1.58,11.12,2.2,25.33,-1.62,236,2.9041545,4.2222085,920,3.5920398,6.7114177,3.9255915
002136.png,car,0.49,3,-1.77,1117.38,106.86,1241.0,257.94,151.07999999999998,123.61999999999989,5.33,11.71,1.41,14.13,-1.09,145,1.3683239,1.9251585,1240,1.5236553,6.9155984,1.569433
000771.png,car,0.96,0,-0.86,0.0,201.05,303.67,369.0,167.95,303.67,3.69,-3.16,1.67,3.35,-1.56,366,0.37196904,1.2236984,27,0.6267874,4.901221,0.8359934
005374.png,car,0.0,0,-1.56,568.82,180.75,639.14,247.44,66.69,70.31999999999994,3.32,-0.18,1.76,18.58,-1.57,235,2.229286,2.755592,626,2.3582866,9.30928,2.3760571
005832.png,car,0.0,1,2.03,232.13,184.5,275.87,205.34,20.840000000000003,43.74000000000001,3.93,-26.86,2.38,54.5,1.57,204,6.7034492,7.240171,232,7.0938244,8.135284,7.105884
001533.png,car,0.0,0,-1.34,366.65,176.16,486.26,259.98,83.82000000000002,119.61000000000001,3.92,-3.92,1.45,16.05,-1.57,180,1.539132,2.269034,431,1.9078068,8.910389,1.9331411
004556.png,car,0.02,1,2.2,0.0,188.49,177.17,267.7,79.20999999999998,177.17,3.83,-12.31,2.03,17.25,1.58,251,1.216415,2.2078547,112,2.052043,8.108761,2.0633388
004728.png,car,0.0,0,-1.56,570.28,175.98,635.38,237.66,61.68000000000001,65.10000000000002,3.32,-0.22,1.65,19.94,-1.57,226,2.3971672,2.9023087,624,2.5741522,9.617041,2.5860648
006908.png,person,0.0,0,-1.54,505.91,168.7,521.58,215.89,47.19,15.670000000000016,0.86,-3.51,1.26,26.91,-1.68,177,3.756647,3.9991443,514,3.8740888,6.9627156,3.891075
006817.png,car,0.0,2,-0.25,943.42,165.47,1098.34,214.84,49.370000000000005,154.91999999999996,3.98,12.89,1.29,22.94,0.26,165,1.2265464,1.6045824,1097,1.5382727,3.2053978,1.5587496
000770.png,person,0.0,0,-1.01,708.13,161.68,754.95,273.77,112.08999999999997,46.82000000000005,0.93,1.92,1.38,11.02,-0.84,228,1.1998782,1.8165901,753,1.4923098,4.760004,1.4960514
006125.png,car,0.0,1,-2.83,85.26,174.33,329.8,260.92,86.59,244.54000000000002,4.53,-8.97,1.84,16.37,2.96,226,1.0782043,1.8026634,107,1.8163342,3.6171632,1.8140911
001921.png,car,0.0,1,1.75,403.46,172.26,526.48,278.13,105.87,123.02000000000004,4.63,-3.01,1.97,15.72,1.57,277,1.6583683,2.3648098,403,1.8272407,8.143487,1.8176426
006078.png,car,0.0,1,-1.66,650.28,178.12,703.08,220.75,42.629999999999995,52.80000000000007,4.15,2.53,1.77,28.54,-1.58,207,2.8750653,3.5842884,693,3.313001,8.333368,3.336103
003755.png,car,0.0,0,1.81,366.23,183.41,520.27,281.22,97.81000000000003,154.03999999999996,4.43,-2.86,1.66,13.16,1.6,233,1.4564134,1.7742355,435,1.614908,3.7994525,1.6429875
002077.png,car,0.0,0,1.92,241.95,187.18,451.63,317.05,129.87,209.68,3.88,-3.54,1.69,10.33,1.6,297,1.097235,1.3932904,314,1.2640617,2.8296108,1.2928095
002257.png,car,0.0,1,-0.32,801.53,173.95,1014.0,256.41,82.46000000000004,212.47000000000003,3.94,6.3,1.72,15.69,0.06,247,1.7253659,2.8118742,842,1.967011,8.04505,1.8806571
003661.png,bicycle,0.0,0,2.26,533.59,172.07,549.02,189.41,17.340000000000003,15.42999999999995,1.51,-6.6,1.58,69.32,2.17,176,8.197107,8.453528,539,8.469091,8.720139,8.461526
001131.png,car,0.0,0,-1.58,592.22,179.83,618.52,205.83,26.0,26.299999999999955,3.64,-0.35,2.13,48.08,-1.59,200,6.1093907,6.644644,611,6.388689,9.392486,6.4225664
003028.png,car,0.0,0,1.89,1165.45,167.88,1221.09,196.56,28.680000000000007,55.63999999999987,4.11,39.86,1.02,47.87,2.58,195,5.8622594,6.4403954,1218,6.307078,7.761031,6.339022
003684.png,car,0.0,0,1.7,575.97,183.52,601.41,202.82,19.299999999999983,25.43999999999994,3.2,-1.68,2.31,57.08,1.67,201,6.4307694,7.1578197,575,6.891206,9.11253,6.9470215
006452.png,car,0.0,0,-1.59,584.41,189.3,617.05,216.07,26.769999999999982,32.639999999999986,3.56,-0.54,2.14,37.32,-1.6,215,4.711675,5.070181,585,4.9948196,6.577827,5.012115
004104.png,car,0.0,0,2.55,762.35,183.53,823.71,208.33,24.80000000000001,61.360000000000014,3.3,10.75,2.03,42.5,2.8,207,5.415823,6.0165434,790,5.749042,8.080278,5.785314
004392.png,car,0.0,2,-1.79,724.69,180.98,839.89,259.64,78.66,115.19999999999993,3.5,3.58,1.7,15.76,-1.57,239,1.849686,2.2210963,838,1.7845963,5.8967133,1.7254199
005025.png,car,0.0,0,-1.72,582.77,181.82,656.79,242.68,60.860000000000014,74.01999999999998,3.2,0.17,1.88,21.01,-1.71,202,2.3976288,3.121247,648,2.566223,8.995591,2.5762992
001054.png,car,0.0,0,-1.63,518.39,182.61,540.51,200.41,17.799999999999983,22.120000000000005,3.56,-6.38,1.17,58.22,-1.74,195,7.202879,7.839601,523,7.638946,9.539532,7.7110305
001659.png,car,0.0,0,1.92,334.18,187.89,373.91,208.27,20.380000000000024,39.73000000000002,2.94,-18.44,2.49,52.02,1.58,200,6.54253,7.371373,341,7.24351,8.829652,7.283356
007148.png,car,0.0,0,-1.56,584.98,175.29,631.57,217.79,42.5,46.59000000000003,4.38,0.28,1.3,28.24,-1.56,200,3.383015,3.826713,586,3.6082215,8.713508,3.620715
000219.png,truck,0.0,1,-2.05,939.56,138.65,1050.54,190.57,51.91999999999999,110.98000000000002,5.87,18.7,0.82,35.51,-1.57,138,0.9635916,3.1398206,1036,4.060422,6.718618,3.0263488
000881.png,car,0.0,0,-1.57,578.34,182.19,605.49,209.17,26.97999999999999,27.149999999999977,3.64,-1.19,2.27,46.64,-1.59,208,6.1713524,6.6746006,603,6.551636,9.1251,6.568678
006878.png,person,0.0,0,1.3,607.32,143.03,637.32,231.82,88.78999999999999,30.0,0.52,0.43,0.99,13.94,1.34,191,1.8514277,2.1754317,635,1.9637917,3.8633733,2.0013194
002871.png,car,0.0,1,1.84,513.18,173.15,550.66,202.0,28.849999999999994,37.48000000000002,4.01,-5.46,1.98,50.69,1.73,199,5.6568913,6.9695673,513,6.3281198,8.436287,6.33936
003663.png,car,0.0,0,1.83,316.91,201.93,400.69,254.57,52.639999999999986,83.77999999999997,3.74,-8.24,2.5,23.86,1.5,253,2.5555367,3.0697386,399,2.8174791,6.826236,2.8450973
007323.png,car,0.0,0,-1.84,452.28,185.04,490.48,209.66,24.620000000000005,38.200000000000045,3.98,-9.94,2.54,51.43,-2.03,200,5.9105153,6.5504208,469,6.427209,8.784009,6.443731
005008.png,car,0.0,1,-1.05,121.33,184.75,254.27,237.27,52.52000000000001,132.94,3.99,-12.29,1.38,21.28,-1.57,236,2.497928,3.312427,121,2.6954446,8.56434,2.7061243
001286.png,car,0.0,0,-1.53,561.66,167.72,581.38,183.43,15.710000000000008,19.720000000000027,3.69,-3.27,0.26,70.38,-1.57,181,8.856528,9.421405,564,9.47418,9.764907,9.458544
000248.png,car,0.02,1,-1.01,0.0,182.47,245.23,293.47,111.00000000000003,245.23,4.12,-8.41,1.61,12.86,-1.58,264,1.1340829,1.8657904,192,1.4159954,7.936651,1.4350214
003602.png,person,0.0,0,-0.05,466.5,177.91,473.16,200.41,22.5,6.660000000000025,0.58,-11.07,2.15,56.73,-0.24,188,5.5640955,5.824433,466,5.821888,6.137018,5.821448
001706.png,car,0.0,0,1.87,407.78,184.08,518.7,243.37,59.28999999999999,110.92000000000007,4.41,-3.94,1.76,19.96,1.68,229,2.394256,2.874793,460,2.6395535,5.083712,2.6848404
000643.png,car,0.0,1,1.78,514.59,182.97,552.9,210.45,27.47999999999999,38.309999999999945,3.77,-4.69,2.24,44.61,1.67,185,3.752652,5.8799124,539,5.8978786,8.918703,5.854097
005420.png,car,0.0,0,-1.39,475.83,173.72,555.41,229.89,56.16999999999999,79.57999999999998,4.03,-2.42,1.27,20.97,-1.51,179,2.2040749,3.0327191,498,2.6366801,9.112054,2.6774049
001643.png,car,0.0,2,0.31,305.39,182.12,460.71,240.99,58.870000000000005,155.32,3.56,-5.87,1.69,18.76,0.01,239,2.1347668,2.4150572,305,2.237083,3.3981764,2.1265194
000680.png,car,0.0,1,1.92,488.5,185.64,596.0,259.12,73.48000000000002,107.5,3.6,-1.59,1.91,17.71,1.84,247,2.0079157,2.3946075,488,2.1613007,4.292636,2.1633883
002386.png,person,0.16,0,0.94,12.28,158.79,177.55,373.0,214.21,165.27,0.72,-3.63,1.51,5.11,0.34,341,0.58598244,0.9374288,74,0.93807906,1.6120175,0.9171261
000305.png,car,0.0,0,-0.34,298.85,178.66,437.73,230.61,51.95000000000002,138.88,3.88,-7.41,1.43,22.92,-0.66,229,2.681133,3.443576,426,3.0348072,8.125412,3.0610185
004668.png,car,0.0,1,-1.69,666.79,174.33,734.62,224.69,50.359999999999985,67.83000000000004,3.78,2.87,1.59,23.82,-1.57,217,2.29092,2.8842905,733,2.7335806,8.415299,2.734639
007252.png,car,0.0,0,-1.57,592.97,171.55,626.27,203.61,32.06,33.299999999999955,3.05,-0.05,1.62,39.35,-1.57,202,5.199794,5.588909,598,5.482863,9.016262,5.486896
002494.png,bicycle,0.0,0,-1.88,883.23,157.28,919.5,216.6,59.31999999999999,36.26999999999998,1.7,8.27,1.21,20.63,-1.5,162,2.4228206,3.6928117,903,3.1314125,6.941403,3.3233035
004598.png,car,0.0,0,-1.68,625.39,166.42,693.82,231.57,65.15,68.43000000000006,3.67,1.4,1.66,22.17,-1.62,216,2.620572,3.1594696,646,2.7867055,8.963401,2.791771
003389.png,car,0.0,0,2.12,77.28,190.98,208.77,250.79,59.81,131.49,4.89,-17.32,2.67,27.04,1.55,249,2.4226696,3.4264882,170,3.0855818,6.05078,3.1302998
002572.png,truck,0.0,0,-1.45,422.22,82.28,552.85,233.69,151.41,130.63,16.44,-3.88,1.24,27.56,-1.59,82,1.799155,2.561188,510,2.4738438,4.9745817,2.4734192
000743.png,bicycle,0.0,0,-1.83,735.96,175.94,746.24,198.51,22.569999999999993,10.279999999999973,1.58,9.69,1.88,53.45,-1.65,197,5.030687,7.661722,737,7.891769,9.177172,7.8246074
001926.png,car,0.0,1,1.61,558.35,176.62,592.55,208.64,32.01999999999998,34.19999999999993,3.92,-1.73,1.72,36.41,1.56,207,4.603838,4.995931,558,4.8697767,6.742564,4.8819404
005609.png,car,0.0,2,-2.32,495.63,169.89,562.49,202.82,32.93000000000001,66.86000000000001,3.79,-4.68,1.66,41.18,-2.43,198,4.0138373,5.352269,495,3.722465,9.257321,3.7815518
007311.png,car,0.0,0,1.46,633.03,183.76,683.26,223.94,40.18000000000001,50.23000000000002,3.74,1.85,1.94,29.17,1.53,211,3.332193,3.7632647,672,3.5267231,7.307902,3.545634
003570.png,car,0.0,0,-1.37,406.43,182.1,523.12,266.31,84.21000000000001,116.69,3.36,-2.54,1.43,13.91,-1.55,241,1.5538365,2.2048488,412,1.6516948,9.216693,1.6592392
005537.png,car,0.0,1,1.93,259.19,186.78,457.19,310.83,124.04999999999998,198.0,3.59,-3.66,1.78,11.03,1.62,304,1.1878861,1.7180978,259,1.3426212,7.102732,1.3671236
003370.png,car,0.55,1,0.61,0.0,137.92,185.31,308.64,170.72,185.31,3.49,-7.45,1.54,8.81,-0.07,268,0.8596879,1.7474443,0,1.2148606,4.9643345,1.3789119
001496.png,bicycle,0.0,3,-1.66,444.27,165.11,462.57,203.36,38.25,18.30000000000001,1.76,-7.62,1.11,35.47,-1.87,202,6.493771,7.6062784,461,7.456416,9.491388,7.5152903
000457.png,car,0.0,0,-1.5,538.61,179.58,570.51,204.14,24.559999999999974,31.899999999999977,3.57,-3.26,1.78,42.65,-1.58,203,5.199689,5.5581603,548,5.4846377,8.334213,5.4879584
004934.png,car,0.0,2,0.47,99.55,184.67,385.46,293.93,109.26000000000002,285.90999999999997,3.62,-5.6,1.74,11.19,0.02,266,1.3110405,1.6511132,188,1.2774265,3.300995,1.2586327
006718.png,car,0.0,1,-1.78,719.38,177.66,860.45,282.1,104.44000000000003,141.07000000000005,3.75,2.98,1.68,12.86,-1.56,281,1.3859662,1.8745428,859,1.4532398,6.496088,1.3940519
006084.png,car,0.0,1,1.84,409.91,180.74,454.62,204.67,23.92999999999998,44.70999999999998,4.01,-10.56,1.82,42.99,1.6,195,5.229166,5.597073,409,5.3565555,8.487772,5.327438
005089.png,car,0.0,0,-1.23,204.33,189.94,433.44,334.99,145.05,229.10999999999999,3.36,-3.3,1.55,8.97,-1.58,251,0.9102671,1.630622,212,1.0224124,9.292333,1.0476826
001593.png,car,0.0,0,1.82,619.92,190.28,660.62,216.34,26.060000000000002,40.700000000000045,4.03,1.95,2.66,45.8,1.86,215,5.758067,6.4935207,619,6.487833,7.4343605,6.4859443
006921.png,car,0.0,0,-1.54,615.38,166.41,638.16,186.44,20.03,22.779999999999973,4.38,2.09,0.36,57.52,-1.51,179,6.7907257,7.2574244,626,7.0921297,9.181319,7.1282287
005221.png,car,0.0,0,-1.64,636.56,169.27,678.64,210.4,41.129999999999995,42.08000000000004,4.41,2.36,1.83,37.07,-1.58,175,4.341128,4.7713118,646,4.493656,8.905449,4.5212765
000333.png,car,0.0,0,0.87,503.21,169.49,592.05,206.89,37.39999999999998,88.83999999999997,3.68,-2.42,1.02,29.12,0.79,196,3.5443072,4.332264,574,3.931906,7.7062874,4.0076237
000660.png,car,0.0,0,-1.65,643.42,167.3,673.44,192.27,24.97,30.020000000000095,3.67,2.95,1.17,44.84,-1.59,181,5.7211943,6.0476665,671,5.960095,8.096166,5.9625545
001404.png,bicycle,0.9,0,2.4,0.0,185.19,106.97,374.0,188.81,106.97,1.68,-3.52,1.79,3.65,1.67,373,0.57482475,0.8885374,1,0.7506915,1.5694355,0.78478354
001199.png,car,0.0,2,1.4,671.52,178.57,730.41,219.4,40.83000000000001,58.889999999999986,3.61,3.41,1.69,27.86,1.52,218,3.1485574,3.6949432,729,3.2558515,5.6053185,3.0753782
003531.png,car,0.0,1,1.36,690.67,180.99,773.34,236.34,55.349999999999994,82.67000000000007,3.61,3.42,1.7,21.05,1.52,235,2.263716,2.699237,772,2.5479722,5.2336636,2.519546
002597.png,car,0.87,0,-1.03,0.0,198.85,389.27,373.0,174.15,389.27,4.03,-2.63,1.63,4.08,-1.58,371,0.4084356,1.1353616,101,0.5810641,8.033194,0.6879229
006150.png,car,1.0,3,-2.54,1147.36,181.46,1241.0,374.0,192.54,93.6400000000001,3.75,2.97,1.6,1.24,-1.44,303,0.6098353,1.1721061,1193,0.66728795,5.8337145,0.6790109
000770.png,bicycle,0.0,0,-1.88,832.75,147.43,890.43,267.5,120.07,57.67999999999995,1.69,4.1,1.3,11.47,-1.54,260,0.8671461,1.9598291,840,1.6804221,4.2437835,1.7752502
003972.png,train,0.0,1,-1.32,338.41,138.88,478.23,215.6,76.72,139.82,17.04,-10.03,1.86,38.73,-1.57,63,2.0985954,3.8102946,794,3.5590153,8.3422365,3.6691258
006121.png,person,0.0,1,1.3,519.86,152.61,541.43,221.32,68.70999999999998,21.569999999999936,0.77,-1.84,0.92,16.51,1.19,220,2.2207122,2.6521907,540,2.3054929,4.2096343,2.3383715
002266.png,bicycle,0.0,0,-2.48,681.57,161.92,747.04,233.81,71.89000000000001,65.46999999999991,1.65,2.54,1.47,17.98,-2.35,204,2.177465,3.107468,739,2.482614,8.425209,2.4881825
005632.png,car,0.85,0,-2.15,850.42,189.78,1241.0,374.0,184.22,390.58000000000004,3.34,2.6,1.71,3.88,-1.6,373,0.3241534,0.73317,1239,0.548373,2.257994,0.61039156
003337.png,car,0.0,1,-0.99,780.71,167.46,866.85,205.19,37.72999999999999,86.13999999999999,4.04,9.08,1.3,30.61,-0.71,190,3.6369,4.124586,780,3.9851744,5.7633643,3.9959373
006587.png,car,0.0,0,-2.05,156.5,180.34,392.72,303.7,123.35999999999999,236.22000000000003,3.55,-5.0,1.62,10.51,-2.49,252,1.1968483,1.6793592,289,1.3069282,6.4176073,1.311062
003838.png,person,0.0,0,3.05,647.62,155.35,722.95,298.35,143.00000000000003,75.33000000000004,0.97,0.94,1.45,8.94,-3.13,297,1.0841604,1.4237732,721,1.3043457,2.3228488,1.3642204
001335.png,car,0.0,0,1.71,498.82,182.29,553.43,216.24,33.95000000000002,54.60999999999996,4.16,-3.65,1.8,31.77,1.6,206,3.687233,4.1637125,542,3.8825667,7.8640385,3.897199
007416.png,bicycle,0.0,0,-1.28,356.24,175.63,371.5,199.49,23.860000000000014,15.259999999999991,1.81,-18.72,2.0,54.84,-1.61,198,5.7180037,6.9500494,369,6.824415,8.436429,6.8991494
003357.png,car,0.0,0,-1.67,654.04,167.08,708.74,212.12,45.03999999999999,54.700000000000045,3.62,2.41,1.3,25.43,-1.57,200,3.1056578,3.7426522,693,3.3294764,8.752428,3.355797
002327.png,car,0.0,0,-1.65,554.13,163.51,595.54,205.85,42.34,41.40999999999997,4.4,-1.53,1.13,34.4,-1.69,193,3.977825,4.259663,590,4.1884747,6.2075253,4.176462
007407.png,car,0.0,0,1.83,626.41,178.25,669.15,203.46,25.210000000000008,42.74000000000001,3.78,2.29,1.77,43.33,1.88,196,5.503683,6.046582,643,5.895269,7.69892,5.9280806
005928.png,car,0.0,1,2.7,582.6,170.48,792.49,263.21,92.72999999999999,209.89,4.34,1.68,1.82,16.09,2.8,254,1.5908742,2.0378842,740,1.7245178,2.87528,1.6551223
004687.png,car,0.0,0,-1.57,577.29,171.25,606.28,199.89,28.639999999999986,28.99000000000001,3.64,-1.13,1.58,43.81,-1.59,198,5.629816,5.89002,604,5.778903,9.075117,5.786315
001412.png,car,0.0,1,2.46,561.75,178.59,600.27,195.08,16.49000000000001,38.51999999999998,3.73,-2.84,2.14,71.0,2.42,194,7.947716,8.455725,599,8.422568,8.981397,8.427087
002129.png,car,0.0,1,1.43,642.99,173.53,681.61,199.9,26.370000000000005,38.620000000000005,4.44,3.08,1.57,43.69,1.5,198,4.7921224,5.7902694,659,5.594286,8.303369,5.6210628
005260.png,Misc,0.0,0,-1.45,484.57,162.56,532.13,212.6,50.03999999999999,47.56,2.54,-4.62,1.21,33.54,-1.58,207,4.0983777,4.609054,484,4.5261326,6.038022,4.545048
003641.png,car,0.0,1,1.81,569.75,174.56,594.48,191.22,16.659999999999997,24.730000000000018,4.04,-2.51,1.63,65.37,1.77,190,7.2771363,8.400251,569,8.348085,9.179027,8.345833
005371.png,car,0.0,0,-1.33,329.3,196.88,463.32,279.35,82.47000000000003,134.01999999999998,3.46,-4.26,1.93,14.79,-1.6,278,1.670607,2.010941,462,1.8308127,3.8365772,1.881845
007456.png,car,0.0,0,2.17,119.47,195.61,190.31,221.66,26.049999999999983,70.84,3.76,-28.42,2.94,45.16,1.61,220,4.5390058,5.4541483,189,5.248641,7.476625,5.299236
005975.png,car,0.98,1,2.31,0.0,163.3,303.39,374.0,210.7,303.39,4.08,-3.01,1.68,3.01,1.57,336,0.35788608,0.93198186,0,0.59080034,2.7584827,0.69622207
007140.png,car,0.98,0,-0.96,1218.42,136.54,1241.0,337.64,201.1,22.579999999999927,4.43,6.78,1.17,4.73,-0.03,336,0.7791127,0.9827117,1235,0.97794497,1.0852692,0.99137723
006521.png,car,0.0,0,-1.75,678.43,192.2,787.25,268.94,76.74000000000001,108.82000000000005,4.36,2.57,1.89,16.27,-1.6,267,1.8961958,2.4497967,678,2.0826573,7.3028345,2.109504
004809.png,car,0.0,1,-1.06,693.65,169.64,746.99,195.62,25.980000000000018,53.34000000000003,3.74,6.85,1.36,44.72,-0.91,169,4.6320825,6.7880135,733,6.898488,9.1296215,6.8490806
002667.png,car,0.0,0,2.28,10.96,183.49,209.46,259.15,75.65999999999997,198.5,3.84,-11.21,1.59,16.34,1.69,258,1.9146099,2.221691,208,2.104865,3.8830557,2.110947
006669.png,car,0.0,2,1.39,709.5,165.14,814.74,251.35,86.21000000000001,105.24000000000001,4.1,3.4,1.64,17.03,1.58,250,1.7595402,2.378312,813,1.9657032,7.658813,1.791355
006082.png,car,0.0,1,-1.84,739.18,147.03,989.81,335.88,188.85,250.63,4.44,2.83,1.61,9.25,-1.55,312,0.91669726,1.5028138,988,1.0709273,5.0912795,1.0684049
006433.png,car,0.0,1,2.73,827.55,146.46,921.09,177.72,31.25999999999999,93.54000000000008,4.1,13.75,-0.17,36.24,3.09,176,1.3024585,4.9559236,920,5.532838,8.180392,5.346086
005173.png,car,0.0,1,1.99,276.5,180.88,324.69,205.53,24.650000000000006,48.19,3.59,-19.53,2.0,45.63,1.59,203,6.2321696,6.863851,278,6.6905947,8.064108,6.7314425
002418.png,bicycle,0.0,0,1.94,288.3,173.26,393.68,324.64,151.38,105.38,2.07,-3.66,1.87,9.88,1.59,268,1.1373109,1.7131598,318,1.3659586,3.5074434,1.5525484
002460.png,car,0.0,0,-1.81,766.36,192.81,894.4,279.8,86.99000000000001,128.03999999999996,4.5,4.53,2.0,15.61,-1.53,278,1.6708874,2.2320726,766,1.8963597,5.6248713,1.9109974
003549.png,car,0.0,2,-1.57,597.11,172.55,630.62,207.49,34.94,33.50999999999999,4.32,0.17,1.78,39.05,-1.57,202,3.8711176,5.6939373,609,3.8347738,9.337955,4.0818896
003404.png,Misc,0.0,0,1.77,358.63,170.68,384.78,207.79,37.109999999999985,26.149999999999977,2.12,-12.14,1.37,36.86,1.46,206,4.5262747,5.5595326,372,5.1689367,8.144034,5.3257895
004662.png,car,0.0,0,1.97,305.85,189.22,552.69,332.61,143.39000000000001,246.84000000000003,3.89,-2.1,1.64,9.37,1.76,303,0.97222126,1.3338656,394,1.1499503,5.5605683,1.1745126
006811.png,car,0.0,0,1.83,383.1,183.02,447.97,221.0,37.97999999999999,64.87,3.94,-8.25,1.94,30.8,1.57,220,3.5828955,4.074518,444,3.8760018,8.752456,3.88853
001858.png,car,0.0,0,-1.3,679.47,183.46,710.5,200.99,17.53,31.029999999999973,3.76,7.44,1.28,61.14,-1.18,199,5.221307,8.046853,696,8.171294,9.86658,8.1622925
003366.png,car,0.23,0,2.22,0.0,198.46,118.5,255.16,56.69999999999999,118.5,4.42,-19.5,2.63,25.02,1.57,254,2.4190924,3.323641,117,2.9695616,6.8702016,2.983499
005883.png,car,0.0,0,1.7,520.31,178.4,567.24,210.45,32.04999999999998,46.930000000000064,3.45,-3.1,1.69,34.02,1.61,199,4.060795,4.407886,532,4.2579684,7.974132,4.2746696
001930.png,car,0.0,0,-1.57,575.19,173.48,614.87,213.02,39.54000000000002,39.67999999999995,4.5,-0.69,1.68,32.16,-1.59,212,4.0795937,4.5764976,607,4.3589544,9.540205,4.3599243
005459.png,car,0.0,0,-1.56,588.36,168.54,614.58,192.78,24.24000000000001,26.220000000000027,3.88,0.04,0.69,46.76,-1.56,188,5.7099957,6.558705,593,6.0741715,9.142699,6.2383175
000668.png,car,0.0,0,3.03,452.37,162.7,723.79,270.96,108.25999999999999,271.41999999999996,4.72,-0.48,1.64,13.35,2.99,183,1.3896123,2.6078272,691,1.5861478,9.471044,1.6831669
000868.png,bicycle,0.0,1,3.14,834.25,171.84,897.32,221.27,49.43000000000001,63.07000000000005,1.93,8.48,1.58,24.08,-2.81,215,2.4127939,4.362879,851,3.185143,8.469988,2.967267
000731.png,car,0.0,2,-1.72,677.92,161.63,746.25,221.04,59.41,68.33000000000004,3.72,3.64,1.22,24.28,-1.58,205,2.0032341,3.065352,745,2.8679924,6.6360836,2.8518927
005481.png,car,0.0,2,1.66,491.5,191.46,529.44,221.2,29.73999999999998,37.940000000000055,3.8,-5.15,2.39,37.45,1.53,218,4.7557645,5.714891,491,4.4214697,9.414072,4.4065804
006266.png,car,0.0,1,1.42,668.98,178.62,754.6,239.22,60.599999999999994,85.62,4.19,2.54,1.59,19.18,1.55,238,2.1535494,2.894406,753,2.4682145,7.8056564,2.4922779
000649.png,train,0.0,0,-1.66,690.25,151.44,732.13,187.46,36.02000000000001,41.879999999999995,23.29,10.72,1.46,78.77,-1.52,184,8.099861,8.803792,718,8.660234,9.820424,8.725543
007384.png,car,0.0,0,1.68,548.51,179.62,608.65,225.09,45.47,60.139999999999986,4.21,-1.06,1.7,25.33,1.64,199,3.014926,3.541878,552,3.1755378,8.336109,3.207639
003620.png,car,0.0,0,-1.89,760.29,188.51,1016.72,352.17,163.66000000000003,256.43000000000006,3.51,2.88,1.66,8.4,-1.57,351,0.88721824,1.1062796,1015,0.9896518,2.8014588,1.0200973
003633.png,car,0.0,2,2.6,848.12,183.31,1177.44,303.19,119.88,329.32000000000005,3.97,5.77,1.75,10.7,3.08,278,1.2180394,1.5207683,1176,1.0966622,3.8577986,1.1230166
004794.png,car,0.0,0,-1.5,563.83,169.37,596.33,198.45,29.079999999999984,32.5,3.65,-1.17,0.91,40.83,-1.54,197,4.1358557,5.4457297,563,5.1526856,9.600455,5.161892
001462.png,car,0.51,1,-0.49,906.8,175.39,1241.0,355.86,180.47000000000003,334.20000000000005,4.42,5.33,1.54,6.87,0.15,269,0.80054927,0.96976465,1239,0.8679623,2.1564186,0.87636685
