filename,class,xmin,ymin,xmax,ymax,angle,zloc,weather,depth_x,depth_y,depth_mean,depth_min,depth_median,depth_max,depth_mean_trim
000639.png,car,737.65546,181.41933,908.90265,309.4802,1.25,9.66,clone,907,229,1.3187402,1.0221326,1.1761396,2.844708,1.1609583
000639.png,car,648.9883,179.31244,740.36224,243.85971,-1.83,18.4,clone,739,242,2.4668586,2.089182,2.321477,5.6682386,2.350338
000639.png,car,369.05884,186.18834,440.01486,242.71468,-1.42,21.06,clone,415,217,2.9705184,2.5914485,2.7245057,7.3467546,2.7378635
000639.png,car,553.4609,177.90895,599.09717,210.08873,-1.73,37.49,clone,570,202,5.3265133,4.648674,4.9123225,8.557817,5.0171585
000640.png,car,266.3717,184.55438,501.85278,328.6555,-1.29,8.9,clone,286,225,1.4031641,0.87038505,0.99392366,8.883062,1.0120695
000640.png,car,467.10815,177.83476,547.43555,232.69513,-1.41,18.85,clone,467,229,2.8920233,2.0958142,2.3357868,9.489586,2.3480337
000640.png,car,592.4292,169.51476,642.6641,211.72153,-1.57,27.58,clone,602,193,3.589933,3.2667785,3.4229157,7.117897,3.4449766
000640.png,car,550.5533,167.74355,592.77954,202.17914,-1.5,34.5,clone,587,186,4.6338196,4.0698013,4.409748,9.589825,4.419875
000641.png,car,563.3348,165.79018,635.0643,215.60793,-1.39,28.21,clone,606,175,4.134045,3.394587,3.5943213,7.476001,3.8123286
000641.png,car,185.41823,212.48578,288.79025,262.93054,-2.08,22.91,clone,287,261,3.1275744,2.7149804,2.9803023,3.9512312,3.034663
000641.png,car,62.486324,215.29971,173.86758,287.71735,-1.97,15.57,clone,62,286,1.9315492,1.3739157,1.9279966,4.42874,1.8894155
000641.png,car,988.58453,158.9743,1241.617,238.89282,-0.51,13.22,clone,1015,234,1.6006204,0.5459025,1.654221,2.5575736,1.6498629
000641.png,car,856.6631,157.17526,1009.7842,224.40814,-0.36,16.45,clone,1008,193,2.2427537,0.6121422,2.1716888,3.1717453,2.1713657
000641.png,car,664.0903,162.04056,685.37524,178.81995,1.63,67.39,clone,665,177,9.42478,8.899601,9.317644,9.864728,9.344746
000642.png,car,542.931,170.35277,720.4924,323.25134,-1.59,8.57,clone,702,214,1.4511286,0.91030777,1.0195862,7.8422127,1.0255483
000642.png,car,0.1827544,193.05121,131.65297,270.50607,2.22,14.11,clone,0,234,2.0149689,1.6580555,1.8645368,6.9973855,1.8692248
000642.png,car,340.71198,177.59772,402.10257,214.1908,1.89,34.31,clone,401,213,4.9099035,3.8715034,4.6531453,9.06865,4.6792965
000642.png,car,416.69785,178.55898,454.21143,203.39041,1.81,48.85,clone,444,202,6.3312535,5.45471,6.0875244,9.266673,6.1068025
000642.png,train,600.0809,135.85606,867.3042,204.05276,0.66,36.54,clone,696,200,4.919263,3.2287772,4.7881746,9.153776,4.688898
000643.png,car,595.86993,181.52713,676.10736,253.7081,-1.6,17.47,clone,673,221,2.833371,2.0757458,2.2663083,9.611578,2.2757547
000643.png,car,742.70795,177.23344,887.0693,249.88478,-1.06,17.06,clone,807,198,2.6186771,2.0764682,2.2666762,8.5992985,2.2709088
000643.png,car,691.94025,182.11273,757.2945,221.70389,-0.95,27.95,clone,756,220,4.7747483,3.5504327,4.2638664,8.783714,4.2632575
000643.png,car,0.10782782,207.5937,96.1653,290.8558,2.3,11.53,clone,0,250,1.5713464,1.3304772,1.4827852,3.3724222,1.4834291
000643.png,car,393.56696,186.87483,469.90057,230.38525,1.85,27.14,clone,429,229,3.516008,1.451327,3.4776587,8.507403,3.4883459
000643.png,car,505.27917,180.5076,551.18567,209.42603,1.78,44.61,clone,539,185,6.2582793,3.752652,6.1127005,8.955375,6.287063
000643.png,car,564.53076,183.07674,591.8365,202.2824,1.72,60.86,clone,567,193,8.37634,7.8346887,8.219641,9.556563,8.301867
000643.png,car,292.59433,186.41142,391.2826,235.0148,1.95,27.93,clone,314,223,3.9422982,3.1588895,3.5543487,7.6144037,3.568622
000643.png,car,373.58255,184.95464,420.02072,222.64485,1.89,34.08,clone,413,188,5.2830677,3.610292,3.6115294,7.394193,3.6305923
000643.png,car,460.67725,188.2593,484.12296,210.22614,1.9,44.63,clone,460,190,6.51126,4.5501585,5.999051,8.42927,5.7650766
000643.png,car,158.79149,185.09712,262.75864,237.8953,2.2,26.37,clone,162,225,3.4682639,0.8409995,3.3506994,5.3529034,3.3736928
000644.png,car,521.7849,176.05347,582.12933,214.40877,1.68,29.84,clone,544,179,4.5245857,3.7297397,3.9591908,9.779862,4.0252824
000644.png,car,574.9182,175.27263,600.4361,199.47052,1.59,45.52,clone,574,198,6.2008805,5.530218,6.080926,7.3672347,6.025953
000644.png,person,774.9701,168.45074,786.13635,197.08157,1.05,39.08,clone,779,177,5.467966,4.9242115,5.218731,8.953385,5.2772684
000645.png,car,554.38434,171.10422,588.4196,197.19598,-1.44,42.67,clone,581,188,5.567469,5.2016935,5.470947,8.059087,5.461246
000645.png,car,590.1483,171.0766,614.381,192.18651,-1.48,52.36,clone,590,191,6.987147,5.8412976,6.97114,8.24409,6.967947
000645.png,car,324.89056,176.478,448.06647,220.47751,-0.49,24.35,clone,365,183,3.6062438,2.9285777,3.1867514,8.036057,3.1947875
000646.png,person,92.02361,155.05038,145.73846,297.2614,-2.33,8.81,clone,109,214,1.0935496,0.9372636,1.0162714,1.6445749,1.0367608
000647.png,car,631.3231,180.11638,705.88544,243.039,-1.56,19.81,clone,646,229,3.0861313,2.3849158,2.5234911,9.427147,2.5397763
000647.png,car,446.801,189.02068,470.4098,227.59787,-1.39,24.98,clone,446,189,2.6187677,2.0287707,2.680697,3.2140565,2.6382408
000647.png,car,456.9654,179.3597,494.25726,215.18277,-1.42,31.55,clone,456,200,3.5888646,2.6942124,3.3989782,5.507451,3.363176
000647.png,Misc,477.60587,140.55832,539.1263,200.41678,-1.5,47.54,clone,477,186,5.363446,3.8935633,5.023399,9.440023,5.0581136
000647.png,car,704.20935,182.91129,736.4014,206.93907,-1.44,46.37,clone,728,199,7.8802648,6.8434043,7.7826395,9.471,7.7673373
000647.png,car,779.15704,183.63782,804.94305,202.16898,-1.23,67.54,clone,803,201,9.215703,8.366703,9.238708,9.511956,9.231836
000648.png,car,0.5849954,214.77338,328.4174,372.06543,2.07,5.86,clone,0,371,0.78447765,0.52003837,0.7249621,3.5481932,0.7289068
000648.png,car,299.803,172.54765,458.17953,300.95764,1.87,11.69,clone,299,299,1.8491095,1.2218798,1.494848,6.55205,1.4925836
000649.png,car,-0.048313156,201.10501,175.21646,302.68277,2.24,11.56,clone,0,256,1.6599866,1.2817523,1.5721798,3.486904,1.5728639
000649.png,train,681.9358,151.11502,731.9506,186.74898,-1.66,78.77,clone,718,184,8.965489,8.099861,8.808128,9.86724,8.922883
000649.png,car,193.08267,179.90564,328.4441,251.9188,2.03,18.29,clone,224,228,2.5302336,2.134185,2.4117365,5.0745215,2.4133687
000649.png,car,311.5444,188.93388,389.55264,235.40678,2.03,23.36,clone,311,222,3.1100419,2.840652,3.033739,4.1837735,3.0237062
000649.png,car,369.00534,180.39491,434.93024,224.75821,1.9,28.19,clone,369,218,4.0950966,3.2790084,3.6030087,7.003272,3.6401196
000649.png,car,432.58734,179.8641,487.00406,212.29703,1.82,37.81,clone,436,201,5.708584,4.6610174,5.377939,8.640689,5.431201
000649.png,car,470.24677,180.39706,498.39053,205.25269,1.8,42.99,clone,470,199,6.2581472,5.793325,5.901556,8.5858,5.9010186
000650.png,car,597.32385,177.07796,625.2748,200.50961,-1.58,45.85,clone,624,199,6.190693,5.8629823,6.043454,8.532853,6.080119
000650.png,car,287.72827,185.17603,366.60455,226.51378,1.96,28.83,clone,325,225,4.2227516,2.1333039,3.7751074,8.258359,3.7983868
000651.png,car,577.5399,175.98772,639.6083,223.12088,-1.57,24.26,clone,595,212,4.050248,3.0866008,3.2611694,9.660978,3.3271163
000651.png,car,113.39224,183.60791,388.45844,298.04745,-2.12,10.01,clone,155,297,1.258911,0.76400816,1.2170568,3.217298,1.225909
000651.png,car,448.94275,164.29836,501.9866,225.59479,-2.24,20.4,clone,448,200,2.339153,1.5949044,2.4593494,4.6952033,2.3751998
000651.png,car,481.27515,165.20268,518.64606,211.18115,-2.29,34.14,clone,481,196,3.4263573,2.840671,2.9933438,5.3384314,2.980691
000651.png,truck,118.64802,136.14252,286.20126,193.0427,2.06,27.0,clone,285,192,3.1558568,1.546394,3.1015782,4.865337,3.0862815
000652.png,car,564.7002,176.18309,623.2067,226.43954,-1.55,23.22,clone,608,216,3.3386602,2.8444905,2.9852152,9.730675,3.0056276
000652.png,car,181.30235,198.68771,369.5958,293.5591,1.99,14.08,clone,227,284,1.8780235,1.3572592,1.5838464,5.8089066,1.5958956
000652.png,car,642.8944,175.32788,659.8385,191.95374,-1.62,58.61,clone,658,187,8.255869,7.842581,8.200998,9.052503,8.208454
000652.png,car,797.8027,168.65327,823.9346,180.43303,-1.85,61.16,clone,822,179,8.660501,8.029637,8.646491,9.217979,8.655887
000653.png,car,570.151,180.30763,598.26605,198.67911,1.67,58.7,clone,577,187,7.4182477,6.865507,7.256629,9.410351,7.3143425
000654.png,car,533.5444,180.21039,572.16534,208.29181,1.65,39.3,clone,571,207,5.848898,4.881087,5.3409004,9.706263,5.414031
000655.png,car,573.16376,183.52165,622.554,223.19998,-1.58,26.13,clone,610,208,3.4074607,3.1696858,3.2951598,8.105639,3.3074975
000655.png,car,508.17746,179.79636,551.5278,211.61995,-1.41,33.38,clone,511,200,4.6564636,4.223814,4.425252,8.817203,4.428891
000655.png,car,401.03387,178.72641,435.9047,200.05954,1.76,49.92,clone,406,199,6.9534945,5.898039,6.7184887,9.2022505,6.7735996
000655.png,car,203.04396,180.17079,300.05844,226.60678,1.99,24.21,clone,298,203,3.4402683,1.9286795,3.2396266,6.4833817,3.2502632
000656.png,car,563.60895,168.79451,591.4835,191.88966,-1.49,47.61,clone,571,185,6.280857,5.848895,6.0584283,9.458806,6.0870147
000656.png,car,612.4571,166.21674,638.24554,187.07747,-1.54,56.11,clone,626,179,7.1307983,6.5531425,6.916808,9.191497,6.983831
000657.png,car,583.2038,172.835,603.85394,192.32999,-1.55,57.16,clone,588,191,7.352942,6.876097,7.2416477,8.786704,7.252272
000657.png,car,559.5033,172.46559,578.85547,190.66257,-1.55,68.39,clone,570,189,8.922736,7.990342,8.869244,9.667287,8.918555
000658.png,car,583.1896,174.97342,598.7066,189.68687,-1.57,66.62,clone,597,185,8.967684,8.681596,8.95413,9.378292,8.956628
000658.png,car,400.47507,181.33922,460.8149,216.7695,1.8,29.65,clone,414,200,4.0707517,3.6625285,3.8675346,8.530207,3.863728
000659.png,car,287.2115,171.393,362.3278,202.59903,1.98,48.89,clone,288,197,6.3051825,5.7670956,6.1996245,8.14568,6.2011595
000660.png,car,808.347,168.66579,945.6491,219.82715,-0.36,22.6,clone,897,212,2.9775863,2.4388268,2.9074101,4.174171,2.9351819
000660.png,car,643.94,164.87354,673.8474,189.5493,-1.65,44.84,clone,671,181,6.3142967,5.7211943,5.971366,8.964729,6.006034
000661.png,car,723.7063,184.18336,823.40497,251.2912,-1.81,16.29,clone,820,217,2.4664395,1.8649809,2.0874515,9.3203535,2.0995147
000661.png,car,892.62915,180.82742,1034.4877,253.11171,-2.02,15.79,clone,1028,215,2.5707512,1.8018017,2.080185,6.41378,2.1064718
000662.png,car,378.72916,197.00644,419.7373,230.67451,1.53,36.58,clone,380,217,5.0292206,4.3174725,4.570023,8.322845,4.6088643
000662.png,car,0.6812886,221.33014,351.28403,371.87714,2.17,3.38,clone,66,358,0.71407497,0.35428607,0.4999621,5.275591,0.53250235
000663.png,person,859.48804,165.20628,911.05396,270.51947,1.62,9.45,clone,910,269,1.3086239,0.90375125,1.206475,3.995296,1.200776
000663.png,person,762.94684,180.76279,811.9037,287.12555,1.64,10.95,clone,788,286,1.9676403,1.3557913,1.4489616,5.732501,1.4653928
000664.png,car,266.12762,189.8413,455.30225,303.14343,-1.27,10.47,clone,272,242,1.6924791,1.1135296,1.2098143,8.060404,1.2295457
000664.png,car,533.6376,170.83897,595.2083,225.7668,-1.55,22.33,clone,581,208,3.0067258,2.605615,2.7157655,8.494787,2.7283437
000664.png,car,516.1897,169.2846,548.6933,210.18503,-1.46,30.46,clone,547,180,4.6096077,3.1831708,3.8805323,9.732666,3.678466
000664.png,car,409.2655,175.27377,465.51025,211.32034,1.83,31.27,clone,409,209,5.801704,4.179719,4.438699,9.454441,4.484395
000664.png,car,583.6267,172.20947,619.98804,202.25728,-1.57,34.94,clone,584,200,4.5786386,4.180058,4.377345,8.357425,4.365191
000665.png,car,817.27246,180.71918,852.68365,207.59482,-1.58,37.45,clone,846,198,5.171287,4.8725476,4.9994984,8.642358,5.0056286
000666.png,car,256.26126,169.09259,401.20215,265.23233,-2.8,18.79,clone,276,258,1.7365141,1.4244577,1.6325451,5.2385855,1.6364019
000666.png,car,895.1046,161.83585,946.3463,195.20712,-1.94,33.18,clone,941,183,4.6846337,4.3078046,4.53325,6.655338,4.544687
000666.png,car,384.08765,171.94223,452.72662,237.18933,-2.88,23.8,clone,384,216,2.571115,2.13475,2.2835004,5.5353208,2.3315542
000666.png,car,430.63812,168.37422,503.97495,210.00035,-2.91,28.89,clone,430,209,3.6891766,2.9462616,3.3596425,6.7845697,3.3886974
000667.png,car,112.86155,185.01506,428.94473,370.56122,-1.21,7.69,clone,119,278,1.0132271,0.6847015,0.82567585,4.340971,0.840394
000667.png,car,948.4937,174.42879,1242.0881,370.48755,-2.25,3.74,clone,1241,344,0.7451931,0.38131884,0.56734514,2.3469427,0.5926706
000667.png,car,757.9454,178.8342,1009.5832,332.47992,-1.94,8.45,clone,1008,293,1.1664695,0.8771886,0.9823334,3.715918,1.001603
000667.png,truck,392.18054,123.93963,526.5298,253.17583,1.75,17.47,clone,392,252,2.2151866,1.7762581,2.01292,7.9519134,2.0184662
000667.png,car,673.539,176.08934,740.1196,225.4361,-1.67,21.71,clone,730,195,3.263064,2.554278,2.7614315,8.541303,2.8006876
000668.png,car,1198.3225,185.30193,1241.9325,288.5118,-2.16,2.61,clone,1239,198,1.6222725,0.9744119,1.1834998,6.747737,1.2030487
000668.png,car,456.5821,167.35521,713.3672,264.94308,3.03,13.35,clone,691,183,2.3934402,1.3896123,1.5812178,9.4361725,1.5984106
000668.png,car,0.009587908,183.36845,26.092825,204.81209,-0.05,25.56,clone,0,203,5.129188,4.213641,5.0232463,6.1036735,5.061217
000668.png,car,840.95355,170.04097,953.4832,227.3777,1.97,20.02,clone,886,215,3.0543315,2.3436575,2.5753174,9.336211,2.5814402
000668.png,car,984.13666,164.67334,1059.9241,206.8707,1.86,28.64,clone,997,184,4.287474,3.5910335,3.7733402,8.9492,3.7928874
000669.png,car,579.92914,180.97191,619.0698,214.84232,-1.57,35.46,clone,586,205,4.648571,4.2261996,4.4563856,9.141598,4.463939
000669.png,car,0.17808124,192.26044,349.11777,373.0409,-1.04,5.75,clone,28,370,1.0297619,0.5149443,0.67088276,7.579018,0.6871832
000669.png,car,301.93942,186.217,399.84372,239.55148,-1.23,21.18,clone,301,238,3.0775592,2.5409505,2.689852,8.589803,2.7060177
000669.png,car,426.10333,189.45894,524.1618,250.93025,-1.38,18.08,clone,479,236,2.4799533,2.0692222,2.2071595,5.391459,2.2338123
000669.png,car,397.57376,182.32156,447.47742,217.13419,-1.32,30.58,clone,433,211,4.1245675,3.107329,3.9036202,8.152748,3.9029906
000670.png,car,533.30804,177.68207,578.1236,213.05138,1.77,34.34,clone,567,203,4.270528,3.7389507,3.9409924,7.8673983,3.9651668
000671.png,person,762.2667,146.21768,814.05286,304.27963,2.1,8.47,clone,787,303,1.2866151,1.02408,1.1319399,2.486835,1.1841825
000672.png,car,1.1206505,197.5301,388.03995,370.98978,2.08,5.21,clone,27,369,0.75189215,0.4887421,0.67037624,2.4190288,0.6816599
000672.png,car,520.2531,178.5216,566.4763,212.75458,1.65,34.15,clone,537,205,5.0787787,4.284903,4.5418324,9.510889,4.6878448
000673.png,car,244.08162,180.13533,441.00867,301.0671,1.92,11.41,clone,308,272,1.4629889,1.2199353,1.3800657,3.5122097,1.388217
000673.png,car,657.372,161.97769,712.9888,203.97705,-1.6,38.17,clone,700,201,5.002207,3.589181,4.405554,9.493784,4.526903
000674.png,car,280.2196,190.98396,411.93246,268.99356,1.93,15.98,clone,325,248,2.1017103,1.7776481,1.9780912,5.0330625,1.9823537
000674.png,car,744.54974,179.60422,956.8382,305.84732,-1.89,9.83,clone,860,235,1.3075888,1.059131,1.1626672,3.852685,1.1802152
000674.png,car,703.6867,180.54643,806.7038,249.12851,-1.87,15.25,clone,805,233,2.0739574,1.7375001,1.8234925,4.041323,1.7451239
000674.png,car,394.296,189.82838,450.2758,241.90561,1.82,21.01,clone,394,229,2.6711142,2.4582446,2.577664,4.740261,2.5851226
000674.png,person,772.5363,158.86383,787.9767,177.77634,-1.77,24.18,clone,772,172,4.4369035,3.8475466,4.3050585,5.2395506,4.361988
000675.png,person,457.98526,180.37572,492.9702,278.9877,-1.7,11.51,clone,477,186,1.7304854,1.3958802,1.5225248,8.497096,1.5287853
000675.png,person,422.6531,168.93152,458.63422,277.53632,-1.56,11.28,clone,433,206,1.6083943,1.4086951,1.5140736,2.3727648,1.5251251
000675.png,person,696.698,166.00377,720.4649,230.53503,1.17,18.96,clone,717,218,2.5811286,2.280125,2.45863,4.525727,2.4677284
000675.png,person,726.22797,162.15062,753.61584,234.8304,1.07,18.74,clone,728,233,2.4961352,1.7119077,2.2120895,5.7846456,2.2689052
000675.png,person,388.9262,169.94183,415.9474,237.45982,0.25,16.66,clone,388,222,2.14541,2.0227242,2.1496563,2.2618878,2.1475773
000676.png,car,506.83035,174.7212,562.02405,216.00116,-1.44,25.79,clone,516,178,3.3551366,2.92934,3.162515,9.144883,3.1719096
000676.png,car,552.01556,172.32762,576.6349,202.55336,-1.49,36.46,clone,552,200,4.6232257,3.3602219,4.18491,7.2540884,4.1164804
000676.png,car,603.3327,171.74426,639.3415,199.86076,-1.55,38.35,clone,342,100,4.9458785,4.562906,4.8264527,7.588728,4.829974
000676.png,car,577.59534,170.6648,602.38074,191.81642,-1.5,48.67,clone,577,188,6.203576,4.84369,6.129252,8.437097,6.1295533
000677.png,car,743.47626,173.19989,956.785,313.42633,-1.86,9.34,clone,935,216,1.2054638,1.0120384,1.0900335,4.3368006,1.1064825
000677.png,car,-0.045833185,202.23392,170.07253,299.90005,0.7,11.41,clone,0,249,1.4966431,1.3434415,1.4386717,1.9058173,1.4507608
000677.png,car,698.1011,174.36732,779.91907,246.37202,-1.75,15.54,clone,778,242,2.2416825,1.6657742,1.9204345,4.8334618,1.9139168
000677.png,car,349.7738,189.58446,467.7395,267.42215,1.8,15.95,clone,466,266,2.175748,1.861033,2.0361915,3.6632454,2.078227
000677.png,car,435.7844,176.1802,502.0404,241.3316,1.76,21.28,clone,435,240,3.0886204,2.5792787,2.7736006,7.810439,2.75482
000677.png,car,666.01917,173.45508,723.6183,220.09354,-1.68,23.97,clone,722,207,3.5171669,2.5086956,3.1139681,5.2352057,3.1012921
000677.png,car,485.38773,175.38797,527.73645,223.53787,1.71,26.96,clone,485,217,4.1679397,3.3525498,3.5462332,9.25071,3.5128653
000677.png,car,588.55237,174.89987,612.9823,191.57132,-1.67,59.4,clone,611,182,9.352898,8.787544,9.338465,9.850943,9.351434
000677.png,car,527.5103,176.83926,555.38055,196.28156,-1.7,62.01,clone,527,195,8.355542,6.4181566,8.079536,9.612762,8.252669
000678.png,car,329.6123,191.03336,466.02838,280.42004,1.73,13.4,clone,385,268,2.1135206,1.454572,1.6137865,8.551288,1.6488295
000679.png,person,1084.3118,150.0528,1181.3374,364.13367,-2.2,5.44,clone,1093,350,0.83935493,0.6880951,0.75073373,1.4226032,0.78029704
000679.png,car,510.13602,172.77191,594.90906,239.68831,1.66,17.71,clone,550,228,2.8281898,2.0920753,2.235126,7.819695,2.3068144
000679.png,person,781.4229,162.23352,806.4293,188.27924,-1.77,13.01,clone,786,187,1.7275592,1.2386023,1.6880691,2.5433202,1.6705087
000680.png,car,337.814,195.09982,527.29926,301.50095,1.91,11.53,clone,396,266,1.5164557,1.250749,1.4396607,2.7683406,1.4491056
000680.png,car,503.44238,187.07834,594.6288,259.54697,1.92,17.71,clone,503,238,2.3462842,1.9368428,2.1852827,4.1878366,2.2054243
000680.png,car,586.61957,183.71597,657.28424,232.26486,1.86,23.28,clone,586,217,3.4804726,2.6699607,3.0240018,7.65571,3.0861404
000680.png,car,796.2401,166.34102,827.914,196.6634,-1.32,49.03,clone,826,195,6.591961,3.1082852,6.5433993,8.052437,6.585816
000681.png,car,433.66565,183.43399,502.94418,209.34663,0.28,41.27,clone,435,183,4.924919,3.9340432,4.6833954,7.858438,4.7202563
000682.png,car,0.94499826,171.45866,306.155,370.60574,2.12,5.21,clone,2,333,0.6901335,0.48419365,0.6646933,1.4821814,0.6648307
000683.png,car,595.4783,176.79926,625.68256,204.01065,-1.58,45.57,clone,623,201,6.3625293,5.8555017,6.117387,8.984768,6.1846657
000683.png,car,394.65253,181.78256,441.1664,207.91913,1.8,44.58,clone,417,206,6.951108,3.1834598,7.0489173,9.028316,7.1126266
000683.png,car,453.9725,180.2859,489.7006,205.27144,1.77,44.25,clone,453,204,6.7396765,4.336895,6.199389,9.231502,6.5497985
000683.png,car,501.31223,179.42342,523.0218,196.1223,1.66,68.1,clone,505,188,7.4779673,6.827111,7.320176,8.599234,7.377064
000684.png,car,204.23933,196.48218,365.3978,282.77487,1.97,13.88,clone,246,265,1.8891835,1.5209624,1.7110586,5.0657024,1.7066355
000684.png,car,682.7782,175.55334,785.0803,245.30829,-1.73,17.47,clone,784,244,2.4144146,1.4482619,1.9914881,8.076622,2.022888
000684.png,car,347.14313,191.92078,438.04617,247.86096,1.88,19.51,clone,347,232,2.800823,2.187407,2.494123,7.0192595,2.5041926
000684.png,car,473.63043,180.4513,500.53085,213.01512,1.76,34.44,clone,473,202,4.3524623,3.6182005,4.3914495,6.186273,4.3375072
000684.png,car,630.5717,172.53484,656.6554,194.80882,-1.61,66.79,clone,655,193,8.251566,6.075563,8.07065,9.827608,8.193415
000685.png,car,455.11966,168.05202,489.4472,205.82753,-1.59,40.33,clone,457,175,5.2564864,4.9106903,5.0989237,9.243154,5.108133
000685.png,car,904.8173,175.94888,1241.3822,371.1162,-1.61,5.88,clone,1167,344,0.7268318,0.5646947,0.62576354,1.7196515,0.6466155
000685.png,car,652.534,179.98454,862.95715,304.49976,-1.93,9.99,clone,1217,81,1.3188123,1.0672437,1.1832649,3.7103908,1.19872
000685.png,car,72.825294,194.92831,276.04208,307.18295,1.94,11.88,clone,87,306,1.5133547,0.9437907,1.4314241,3.2348444,1.4456235
000685.png,car,237.84671,179.01573,327.6817,262.10858,1.8,17.11,clone,237,250,2.3644552,1.8342385,2.0875387,6.461008,2.08207
000685.png,car,572.6269,171.13249,673.4641,247.86562,-1.78,16.85,clone,672,237,2.3391025,1.6125909,2.0936315,6.2126226,2.1132064
000685.png,car,543.16864,180.07631,593.2526,230.04909,-1.77,21.8,clone,544,211,2.7905312,1.7624586,2.7778509,4.4131446,2.7271245
000685.png,car,321.4383,185.26361,359.67856,231.79324,1.69,22.04,clone,321,220,3.106816,2.4796119,2.98167,4.496662,3.0042694
000685.png,person,727.1554,163.25133,745.6986,183.0124,1.18,17.65,clone,744,182,2.366071,2.285614,2.329056,2.5964031,2.3312085
000686.png,car,0.17233944,226.8616,139.81406,367.3842,-2.39,5.82,clone,0,328,0.8983678,0.63136286,0.7729808,2.4216177,0.77228385
000686.png,car,338.22562,179.24107,487.88733,229.52664,0.28,21.77,clone,392,219,3.2907584,2.6803937,3.02243,7.3350964,3.0528862
000686.png,car,686.89954,170.30904,803.07513,233.78564,-0.18,17.78,clone,772,226,2.2250037,1.4491918,2.2717683,4.194097,2.2511346
000686.png,car,455.20398,176.38936,523.6632,206.85815,-2.89,31.91,clone,455,205,5.915876,3.7043839,4.976028,8.35572,5.0707603
000687.png,car,563.0635,179.68762,593.67926,199.58867,1.66,51.4,clone,585,198,7.063252,6.4041433,6.8336363,9.246397,6.913874
000688.png,truck,637.99646,136.74818,697.6626,205.90697,-1.56,41.02,clone,672,140,4.7151036,4.1231284,4.4846935,8.764966,4.499656
000688.png,car,52.952038,184.4863,153.22617,226.81061,2.17,28.5,clone,128,225,3.9845505,2.914294,3.8167572,5.917602,3.829719
000688.png,car,153.05505,185.4083,233.38826,218.50122,2.12,33.88,clone,226,217,4.7952037,3.9885223,4.602417,6.358129,4.6447096
000688.png,car,233.8469,188.4928,281.87708,211.07155,2.03,41.4,clone,280,210,5.9182386,4.3972993,5.724553,6.9623623,5.8591924
000688.png,car,300.58994,183.65077,343.09128,204.124,1.99,46.94,clone,315,201,6.961136,6.5555596,6.8801346,7.654293,6.9047832
000688.png,car,343.5657,180.11635,383.87225,198.10579,1.97,52.23,clone,364,182,5.8910956,1.5712811,7.5008106,8.335662,6.5706854
000688.png,car,391.61847,179.89539,418.10663,195.14839,1.95,63.05,clone,391,194,8.378455,7.9782586,8.368633,8.820836,8.372172
000689.png,car,410.55618,183.35329,492.85263,213.15839,0.29,37.67,clone,461,195,4.4674187,3.6258943,4.2806563,7.655951,4.25386
000690.png,car,-0.05344429,242.35149,146.20715,372.14322,2.42,2.84,clone,24,371,0.692433,0.4504029,0.5671394,1.9463111,0.5722043
000691.png,car,45.325466,193.46713,346.12833,273.56488,-2.63,11.87,clone,84,272,1.5529404,0.51783854,1.5308083,4.7843695,1.52847
000691.png,car,244.58704,188.49718,406.46347,262.6405,-2.7,14.42,clone,244,261,2.0683906,1.641586,1.6923864,4.574674,1.6831404
000691.png,car,658.27026,181.93443,759.42316,247.50627,-1.74,17.52,clone,750,207,2.4660504,1.9317667,2.1267567,6.508467,2.1495614
000691.png,car,388.19507,181.961,477.37665,225.90791,0.31,28.93,clone,1008,18,3.3096812,2.6296859,3.206262,5.357641,3.1954277
000691.png,car,631.861,175.48164,682.4604,211.57184,-1.64,32.51,clone,681,205,4.8409953,3.9284694,4.199418,9.100316,4.228106
000692.png,car,830.4367,180.76338,1241.4987,370.7513,-2.07,4.52,clone,1229,366,0.6684025,0.35724682,0.5155107,3.3265648,0.5390878
000692.png,car,-0.22404867,196.2111,186.7066,329.06506,-2.38,7.34,clone,2,277,0.9229207,0.5848437,0.8304038,1.9882474,0.8465474
000692.png,car,723.6395,188.86333,898.237,304.67896,-1.85,10.47,clone,897,303,1.3796458,1.0870844,1.1811308,4.126365,1.1943165
000692.png,car,675.60034,173.35883,748.49744,240.16106,-1.74,19.54,clone,747,239,2.4499247,2.1285496,2.2986104,5.1709437,2.3090172
000692.png,car,294.40027,177.4567,461.24527,242.8705,0.39,18.17,clone,404,238,1.926812,1.64787,1.7200947,3.9730003,1.7928787
000692.png,car,370.1476,164.80174,472.69684,206.22287,-2.87,23.2,clone,376,203,3.3595397,2.416599,2.7103677,8.081114,2.583625
000692.png,car,473.98947,168.6684,531.45483,201.56735,0.11,50.26,clone,477,197,4.1918635,3.3658943,3.9984953,8.162108,4.039939
000692.png,car,652.14685,174.4934,687.1799,207.82341,-1.67,33.26,clone,686,206,4.2608695,2.7979717,4.0103087,7.9871426,3.900586
000692.png,car,625.24536,169.86885,648.2963,188.90747,-1.65,67.06,clone,647,187,9.027289,6.5753117,9.031126,9.815041,9.0903
000693.png,car,1177.4521,171.94324,1239.8856,225.74857,-1.54,27.86,clone,1218,216,4.5888143,3.4694088,3.710956,7.2548585,4.2568436
000694.png,car,771.2038,200.38332,1058.8616,350.49658,-1.93,8.27,clone,1057,338,0.97719294,0.73629963,0.8916389,1.8797525,0.9036726
